Sentence_id,Word,Label,,sentence_id,words,labels
180,due,,,,,
180,to,,,,,
180,safety,B-C,,,,
180,monitor,I-C,,,,
180,notification,I-C,,,,
180,of,,,,,
180,positioning,,,,,
180,discrepancy,,,,,
180,of,,,,,
180,autonomous,,,,,
180,vehicle,,,,,
181,Safety,,,,,
181,driver,,,,,
181,decided,,,,,
181,to,,,,,
181,take,,,,,
181,over,,,,,
181,to,,,,,
181,let,,,,,
181,a,,,,,
181,faster,,,,,
181,trailer,,,,,
181,vehicle,,,,,
181,pass,,,,,
181,the,,,,,
181,AV,,,,,
182,Narrow,B-C,,,,
182,street,I-C,,,,
182,with,,,,,
182,parked,,,,,
182,vehicles,,,,,
182,on,,,,,
182,either,,,,,
182,side.,,,,,
182,Gap,,,,,
182,on,,,,,
182,either,,,,,
182,side,,,,,
182,is,,,,,
182,less,,,,,
182,than,,,,,
182,AV,,,,,
182,Planner's,,,,,
182,safety,,,,,
182,"thresolds,",,,,,
182,resulting,,,,,
182,in,,,,,
182,planner,,,,,
182,stopping,,,,,
182,the,,,,,
182,vehicle.,,,,,
182,Driver,,,,,
182,takes,,,,,
182,over.,,,,,
183,AV,,,,,
183,not,,,,,
183,able,,,,,
183,to,,,,,
183,plan,,,,,
183,a,,,,,
183,path,,,,,
183,through,,,,,
183,a,,,,,
183,narrow,,,,,
183,street,,,,,
183,with,,,,,
183,parked,,,,,
183,cars,,,,,
183,on,,,,,
183,either,,,,,
183,"side,",,,,,
183,causing,,,,,
183,it,,,,,
183,to,,,,,
183,come,,,,,
183,to,,,,,
183,a,,,,,
183,stop.,,,,,
183,Driver,,,,,
183,takes,,,,,
183,over.,,,,,
183,Cause:,,,,,
183,Localization,B-C,,,,
183,error,I-C,,,,
183,in,,,,,
183,position,,,,,
183,causing,,,,,
183,issues,B-E,,,,
183,in,,,,,
183,motion,,,,,
183,planning,,,,,
183,module,,,,,
183,.,,,,,
184,driver,,,,,
184,precautionarily,,,,,
184,intervened,,,,,
184,for,,,,,
184,a,,,,,
184,reckless,,,,,
184,cutting,,,,,
184,in,,,,,
184,vehicle,,,,,
185,Safety,,,,,
185,Driver,,,,,
185,disengaged,B-E,,,,
185,due,,,,,
185,to,,,,,
185,harsh,B-C,,,,
185,braking.,I-C,,,,
186,Disengage,B-E,,,,
186,due,,,,,
186,to,,,,,
186,perception,B-C,,,,
186,mismatch,I-C,,,,
187,"Prediction,",,,,,
187,driver,,,,,
187,precautionarily,,,,,
187,intervened,,,,,
187,for,,,,,
187,a,,,,,
187,vehicle,,,,,
187,lane,,,,,
187,change,,,,,
187,without,,,,,
187,looking,,,,,
188,Driver,B-E,,,,
188,disengagement,I-E,,,,
188,due,,,,,
188,to,,,,,
188,planning,B-C,,,,
188,discrepancy,I-C,,,,
188,in,,,,,
188,yielding,,,,,
188,to,,,,,
188,merging,,,,,
188,vehicle,,,,,
189,"Mapping,",,,,,
189,unable,,,,,
189,to,,,,,
189,detect,,,,,
189,oncoming,,,,,
189,vehicle,,,,,
189,due,,,,,
189,to,,,,,
189,missing,B-C,,,,
189,roadgraph,I-C,,,,
190,precautionary,,,,,
190,takeover,,,,,
190,to,,,,,
190,address,,,,,
190,"perception,",,,,,
190,AV,,,,,
190,lane,,,,,
190,encroachment,,,,,
191,precautionary,,,,,
191,takeover,,,,,
191,to,,,,,
191,address,,,,,
191,"perception,",,,,,
191,other,,,,,
191,road,,,,,
191,user,,,,,
191,behaving,,,,,
191,poorly,,,,,
192,AV,,,,,
192,making,,,,,
192,wide,,,,,
192,left,,,,,
192,"turn,",,,,,
192,with,,,,,
192,on,,,,,
192,coming,,,,,
192,vehicle,,,,,
192,in,,,,,
192,opposite,,,,,
192,lane,,,,,
192,of,,,,,
192,a,,,,,
192,narrow,,,,,
192,street.,,,,,
192,Driver,,,,,
192,makes,,,,,
192,a,,,,,
192,preventive,,,,,
192,intervention,,,,,
192,to,,,,,
192,avoid,,,,,
192,any,,,,,
192,unsafe,,,,,
192,situation.,,,,,
192,Cause:,,,,,
192,Lateral,B-C,,,,
192,controls,I-C,,,,
192,issue,I-C,,,,
192,causing,,,,,
192,wider,B-E,,,,
192,than,I-E,,,,
192,usual,I-E,,,,
192,turn.,I-E,,,,
193,Incorrect,B-C,,,,
193,prediction,I-C,,,,
193,lead,,,,,
193,to,,,,,
193,undesirable,B-E,,,,
193,motion,I-E,,,,
193,plan,I-E,,,,
193,violating,,,,,
193,keep,,,,,
193,clear,,,,,
193,zone,,,,,
194,Object,,,,,
194,Perception:,,,,,
194,late,,,,,
194,perception,,,,,
194,of,,,,,
194,ripped,,,,,
194,tire,,,,,
194,in,,,,,
194,planner's,,,,,
194,path,,,,,
195,Prediction,,,,,
195,discrepancy;,,,,,
195,incorrect,,,,,
195,trajectory,,,,,
195,estimation,,,,,
195,for,,,,,
195,a,,,,,
195,vehicle,,,,,
195,cutting,,,,,
195,into,,,,,
195,lane,,,,,
195,of,,,,,
195,traffic,,,,,
195,during,,,,,
195,double,,,,,
195,parked,,,,,
195,vehicle,,,,,
195,avoidance,,,,,
195,maneuver,,,,,
196,precautionary,,,,,
196,takeover,,,,,
196,to,,,,,
196,address,,,,,
196,"planning,",,,,,
196,AV,,,,,
196,attempted,,,,,
196,unsuccesful,,,,,
196,lane,,,,,
196,change,,,,,
197,Incorrect,B-C,,,,
197,perception,I-C,,,,
197,of,,,,,
197,traffic,,,,,
197,signal,,,,,
197,lead,,,,,
197,to,,,,,
197,undesirable,B-E,,,,
197,motion,I-E,,,,
197,plan,I-E,,,,
198,precautionary,,,,,
198,takeover,,,,,
198,to,,,,,
198,address,,,,,
198,"controls,",,,,,
198,other,,,,,
198,road,,,,,
198,user,,,,,
198,behaving,,,,,
198,poorly,,,,,
199,Discrepancy,,,,,
199,in,,,,,
199,perception,,,,,
199,around,,,,,
199,heavy,,,,,
199,traffic.,,,,,
200,Quality,,,,,
200,of,,,,,
200,generated,,,,,
200,trajectory,,,,,
200,did,,,,,
200,not,,,,,
200,meet,,,,,
200,the,,,,,
200,systems,,,,,
200,expectation.,,,,,
200,Vehicle,,,,,
200,not,,,,,
200,in,,,,,
200,an,,,,,
200,active,,,,,
200,construction,,,,,
200,zone.,,,,,
200,No,,,,,
200,emergency,,,,,
200,vehicles,,,,,
200,or,,,,,
200,collisions,,,,,
200,present,,,,,
200,in,,,,,
200,the,,,,,
200,vicinity.,,,,,
200,Weather,,,,,
200,and/or,,,,,
200,road,,,,,
200,conditions,,,,,
200,dry,,,,,
200,in,,,,,
200,the,,,,,
200,area.,,,,,
201,Planning,,,,,
201,discrepancy;,,,,,
201,system,,,,,
201,planned,,,,,
201,incorrect,,,,,
201,trajectory,,,,,
201,around,,,,,
201,delivery,,,,,
201,vehicle,,,,,
202,Safety,B-E,,,,
202,driver,I-E,,,,
202,discomfort,I-E,,,,
202,due,,,,,
202,to,,,,,
202,selected,B-C,,,,
202,motion,I-C,,,,
202,plan,I-C,,,,
203,Object,,,,,
203,Perception:,,,,,
203,late,,,,,
203,perception,,,,,
203,of,,,,,
203,rock,,,,,
203,in,,,,,
203,planner's,,,,,
203,path,,,,,
204,Precautionary,B-E,,,,
204,disengagement,I-E,,,,
204,in,,,,,
204,response,,,,,
204,to,,,,,
204,other,B-C,,,,
204,road,I-C,,,,
204,users,I-C,,,,
204,inappropriate,I-C,,,,
204,behavior,I-C,,,,
205,Sensor/Perception,B-C,,,,
205,discrepancy,I-C,,,,
205,resulted,,,,,
205,in,,,,,
205,incorrect,B-E,,,,
205,predictions,I-E,,,,
205,for,,,,,
205,motion,,,,,
205,planning,,,,,
206,precautionary,,,,,
206,takeover,,,,,
206,to,,,,,
206,address,,,,,
206,"planning,",,,,,
206,third,,,,,
206,party,,,,,
206,lane,,,,,
206,encroachment,,,,,
207,System,,,,,
207,issue,,,,,
207,interrupted,,,,,
207,driving,,,,,
207,algorithm,,,,,
208,Reckless,,,,,
208,Agent/Road,,,,,
208,User;,,,,,
208,Prediction,,,,,
208,discrepancy;,,,,,
208,On,,,,,
208,city,,,,,
208,road,,,,,
208,in,,,,,
208,heavy,,,,,
208,traffic,,,,,
208,with,,,,,
208,cloudy,,,,,
208,sky,,,,,
208,during,,,,,
208,dusk,,,,,
209,Incorrect,B-C,,,,
209,prediction,I-C,,,,
209,of,,,,,
209,parked,,,,,
209,vehicle,,,,,
209,caused,,,,,
209,undesirable,B-E,,,,
209,motion,I-E,,,,
209,plan,I-E,,,,
210,Undesireable,,,,,
210,motion,,,,,
210,plan,,,,,
210,violating,,,,,
210,keep,,,,,
210,clear,,,,,
210,zone,,,,,
211,Object,,,,,
211,Perception:,,,,,
211,late,,,,,
211,perception,,,,,
211,of,,,,,
211,small,,,,,
211,box,,,,,
211,in,,,,,
211,planner's,,,,,
211,path,,,,,
212,Safety,,,,,
212,precaution:,,,,,
212,Vehicle,,,,,
212,merging,,,,,
213,Safety,,,,,
213,precaution:,,,,,
213,Vehicle,,,,,
213,too,,,,,
213,close,,,,,
213,to,,,,,
213,the,,,,,
213,right,,,,,
213,lane,,,,,
214,Hardware,,,,,
214,diagnostic,,,,,
214,detected,,,,,
214,hardware,,,,,
214,health,,,,,
214,issue,,,,,
215,Localization,,,,,
215,Issue:,,,,,
215,Vehicle,,,,,
215,drove,,,,,
215,too,,,,,
215,close,,,,,
215,to,,,,,
215,the,,,,,
215,right,,,,,
215,lane,,,,,
216,Planning,,,,,
216,discrepancy;,,,,,
216,system,,,,,
216,planned,,,,,
216,incorrect,,,,,
216,trajectory,,,,,
216,around,,,,,
216,parked,,,,,
216,vehicle,,,,,
217,"Planning,",,,,,
217,driver,,,,,
217,precautionarily,,,,,
217,intervened,,,,,
217,for,,,,,
217,a,,,,,
217,cyclist,,,,,
217,proceeding,,,,,
217,to,,,,,
217,us,,,,,
217,in,,,,,
217,high,,,,,
217,speed,,,,,
218,precautionary,,,,,
218,takeover,,,,,
218,to,,,,,
218,address,,,,,
218,"planning,",,,,,
218,other,,,,,
218,road,,,,,
218,user,,,,,
218,behaving,,,,,
218,poorly,,,,,
219,Reduced,B-CE,,,,
219,visibility,I-CE,,,,
219,of,,,,,
219,a,,,,,
219,vehicle,,,,,
219,due,,,,,
219,to,,,,,
219,occlusions,B-C,,,,
219,resulted,,,,,
219,in,,,,,
219,an,B-E,,,,
219,undesirable,I-E,,,,
219,motion,I-E,,,,
219,plan,I-E,,,,
220,Driver,B-E,,,,
220,precautionary,I-E,,,,
220,disengagement,I-E,,,,
220,due,,,,,
220,to,,,,,
220,aggressive,B-C,,,,
220,driver,I-C,,,,
220,passing,,,,,
220,during,,,,,
220,lane,,,,,
220,change,,,,,
221,"Mapping,Driver",,,,,
221,precautionarily,,,,,
221,intervened,,,,,
221,for,,,,,
221,mis,,,,,
221,detected,,,,,
221,leading,,,,,
221,vehicle,,,,,
221,due,,,,,
221,to,,,,,
221,incorrect,B-C,,,,
221,map,I-C,,,,
221,information,I-C,,,,
222,Driver,B-E,,,,
222,disengagement,I-E,,,,
222,due,,,,,
222,to,,,,,
222,safety,B-C,,,,
222,monitor,I-C,,,,
222,notification,I-C,,,,
222,of,,,,,
222,planning,,,,,
222,discrepancy,,,,,
222,in,,,,,
222,the,,,,,
222,planning,,,,,
222,of,,,,,
222,lane,,,,,
222,change,,,,,
223,Driver,B-E,,,,
223,precautionary,I-E,,,,
223,disengagement,I-E,,,,
223,due,,,,,
223,to,,,,,
223,aggressive,B-C,,,,
223,driver,I-C,,,,
223,passing,,,,,
223,in,,,,,
223,lane,,,,,
223,merge,,,,,
223,zone,,,,,
224,Driver,B-E,,,,
224,disengagement,I-E,,,,
224,due,,,,,
224,to,,,,,
224,safety,B-C,,,,
224,monitor,I-C,,,,
224,notification,I-C,,,,
224,of,,,,,
224,planning,,,,,
224,discrepancy,,,,,
224,in,,,,,
224,the,,,,,
224,determination,,,,,
224,of,,,,,
224,vehicle,,,,,
224,trajectory,,,,,
225,"Mapping,",,,,,
225,driver,,,,,
225,precautionarily,,,,,
225,intervened,,,,,
225,before,,,,,
225,vehicle,,,,,
225,runs,,,,,
225,to,,,,,
225,curb,,,,,
226,Driver,B-E,,,,
226,disengagement,I-E,,,,
226,due,,,,,
226,to,,,,,
226,positioning,B-C,,,,
226,discrepancy,I-C,,,,
226,of,,,,,
226,the,,,,,
226,autonomous,,,,,
226,vehicle,,,,,
227,Driver,B-E,,,,
227,disengagement,I-E,,,,
227,due,,,,,
227,to,,,,,
227,perception,B-C,,,,
227,discrepancy,I-C,,,,
227,in,,,,,
227,the,,,,,
227,detection,,,,,
227,of,,,,,
227,merging,,,,,
227,vehicle,,,,,
228,precautionary,,,,,
228,takeover,,,,,
228,to,,,,,
228,address,,,,,
228,"controls,",,,,,
228,AV,,,,,
228,lane,,,,,
228,encroachment,,,,,
229,Driver,B-E,,,,
229,precautionary,I-E,,,,
229,disengagement,I-E,,,,
229,due,,,,,
229,to,,,,,
229,aggressive,B-C,,,,
229,maneuver,I-C,,,,
229,by,,,,,
229,vehicle,,,,,
229,in,,,,,
229,the,,,,,
229,adjacent,,,,,
229,lane,,,,,
230,This,,,,,
230,occurs,,,,,
230,when,,,,,
230,the,,,,,
230,test,,,,,
230,vehicle,,,,,
230,is,,,,,
230,making,,,,,
230,an,,,,,
230,autonomous,,,,,
230,lane,,,,,
230,change,,,,,
230,and,,,,,
230,it,,,,,
230,cuts,,,,,
230,across,,,,,
230,the,,,,,
230,lane,,,,,
230,marker,,,,,
230,into,,,,,
230,another,,,,,
230,lane.,,,,,
230,Conditions:,,,,,
230,Non-inclement,,,,,
230,"weather,",,,,,
230,dry,,,,,
230,"roads,",,,,,
230,no,,,,,
230,other,,,,,
230,factors,,,,,
230,involved,,,,,
231,Disengage,B-E,,,,
231,for,,,,,
231,adverse,B-C,,,,
231,weather,I-C,,,,
231,conditions,I-C,,,,
231,experienced,,,,,
231,during,,,,,
231,testing,,,,,
232,The,,,,,
232,test,,,,,
232,vehicle's,,,,,
232,software,,,,,
232,recommended,,,,,
232,an,,,,,
232,incorrect,,,,,
232,lane,,,,,
232,change,,,,,
232,to,,,,,
232,the,,,,,
232,software,,,,,
232,operator.,,,,,
232,Conditions:,,,,,
232,Non-inclement,,,,,
232,"weather,",,,,,
232,dry,,,,,
232,"roads,",,,,,
232,no,,,,,
232,other,,,,,
232,factors,,,,,
232,involved,,,,,
233,"Planning,",,,,,
233,driver,,,,,
233,precautionarily,,,,,
233,intervened,,,,,
233,for,,,,,
233,a,,,,,
233,bus,,,,,
233,drives,,,,,
233,crossing,,,,,
233,its,,,,,
233,lane,,,,,
233,boundary,,,,,
234,Planning,,,,,
234,discrepancy;,,,,,
234,system,B-E,,,,
234,planned,I-E,,,,
234,incorrect,I-E,,,,
234,trajectory,I-E,,,,
234,due,,,,,
234,to,,,,,
234,vehicle,B-C,,,,
234,exiting,I-C,,,,
234,parked,I-C,,,,
234,state,I-C,,,,
235,Perception,,,,,
235,issue:,,,,,
235,sensor,,,,,
235,data,,,,,
235,"(radar,",,,,,
235,"lidar,",,,,,
235,and,,,,,
235,"camera),",,,,,
235,or,,,,,
235,autonomy,,,,,
235,system's,,,,,
235,interpretation,,,,,
235,of,,,,,
235,sensor,,,,,
235,"data,",,,,,
235,had,,,,,
235,a,,,,,
235,shortcoming,,,,,
235,or,,,,,
235,inaccuracy,,,,,
235,that,,,,,
235,affected,,,,,
235,driving,,,,,
235,behavior,,,,,
236,The,,,,,
236,test,,,,,
236,vehicle,,,,,
236,makes,,,,,
236,a,,,,,
236,lane,,,,,
236,change,,,,,
236,at,,,,,
236,an,,,,,
236,inproper,,,,,
236,"speed,",,,,,
236,e.g:,,,,,
236,slow,,,,,
236,acceleration.,,,,,
236,Conditions:,,,,,
236,Non-inclement,,,,,
236,"weather,",,,,,
236,dry,,,,,
236,"roads,",,,,,
236,no,,,,,
236,other,,,,,
236,factors,,,,,
236,involved,,,,,
237,"Planning,",,,,,
237,driver,,,,,
237,precautionarily,,,,,
237,intervened,,,,,
237,for,,,,,
237,a,,,,,
237,vehicle,,,,,
237,cuts,,,,,
237,in,,,,,
237,ADV's,,,,,
237,lane,,,,,
237,suddenly,,,,,
238,Small,,,,,
238,steering,,,,,
238,oscillation,,,,,
238,detected,,,,,
238,for,,,,,
238,a,,,,,
238,couple,,,,,
238,of,,,,,
238,seconds.,,,,,
238,The,,,,,
238,safety,,,,,
238,driver,,,,,
238,decides,,,,,
238,to,,,,,
238,take,,,,,
238,over.,,,,,
238,Cause:,,,,,
238,Lateral,,,,,
238,controller,,,,,
238,sensitivity,,,,,
238,to,,,,,
238,quick,B-C,,,,
238,path,I-C,,,,
238,change,I-C,,,,
238,commands,I-C,,,,
238,or,,,,,
238,localization,B-C,,,,
238,errors,I-C,,,,
238,causing,,,,,
238,oscillation.,B-E,,,,
239,Control,,,,,
239,issue:,,,,,
239,the,,,,,
239,vehicle,,,,,
239,control,,,,,
239,and,,,,,
239,actuation,,,,,
239,system,,,,,
239,could,,,,,
239,"not,",,,,,
239,or,,,,,
239,did,,,,,
239,"not,",,,,,
239,accurately,,,,,
239,follow,,,,,
239,the,,,,,
239,trajectory,,,,,
239,planned,,,,,
239,by,,,,,
239,the,,,,,
239,autonomy,,,,,
239,system,,,,,
240,Planning,,,,,
240,issue:,,,,,
240,the,,,,,
240,trajectory,B-C,,,,
240,planned,,,,,
240,by,,,,,
240,the,,,,,
240,autonomy,,,,,
240,system,,,,,
240,was,,,,,
240,"flawed,",,,,,
240,in,,,,,
240,that,,,,,
240,it,,,,,
240,disrupted,,,,,
240,traffic,,,,,
240,"flow,",,,,,
240,resulted,,,,,
240,in,,,,,
240,unsafe,B-E,,,,
240,"maneuvering,",I-E,,,,
240,or,,,,,
240,did,,,,,
240,not,,,,,
240,advance,,,,,
240,vehicle,,,,,
240,toward,,,,,
240,destination,,,,,
241,Safety,,,,,
241,precaution:,,,,,
241,Heavy,,,,,
241,traffic,,,,,
241,on,,,,,
241,highway,,,,,
241,entrance,,,,,
242,Safety,,,,,
242,precaution:,,,,,
242,Heavy,,,,,
242,traffic,,,,,
242,to,,,,,
242,complete,,,,,
242,lane,,,,,
242,change,,,,,
243,Safety,,,,,
243,precaution:,,,,,
243,Heavy,,,,,
243,traffic,,,,,
244,System,,,,,
244,detects,,,,,
244,driver,B-E,,,,
244,override,I-E,,,,
244,due,,,,,
244,to,,,,,
244,significant,B-C,,,,
244,one-sided,I-C,,,,
244,road,I-C,,,,
244,bump.,I-C,,,,
244,Vehicle,,,,,
244,not,,,,,
244,in,,,,,
244,an,,,,,
244,active,,,,,
244,construction,,,,,
244,zone.,,,,,
244,No,,,,,
244,emergency,,,,,
244,vehicles,,,,,
244,or,,,,,
244,collisions,,,,,
244,present,,,,,
244,in,,,,,
244,the,,,,,
244,vicinity.,,,,,
244,Weather,,,,,
244,and/or,,,,,
244,road,,,,,
244,conditions,,,,,
244,dry,,,,,
244,in,,,,,
244,the,,,,,
244,area.,,,,,
245,Safety,,,,,
245,driver,,,,,
245,decided,,,,,
245,to,,,,,
245,take,,,,,
245,over,,,,,
245,to,,,,,
245,let,,,,,
245,a,,,,,
245,faster,,,,,
245,trailing,,,,,
245,vehicle,,,,,
245,pass,,,,,
245,the,,,,,
245,AV.,,,,,
246,Precautionary,,,,,
246,takeover,,,,,
246,in,,,,,
246,construction,,,,,
246,zone,,,,,
246,with,,,,,
246,workers,,,,,
246,on,,,,,
246,road,,,,,
246,shoulder,,,,,
247,Disengagement,B-E,,,,
247,for,,,,,
247,a,B-C,,,,
247,perception,I-C,,,,
247,discrepancy,I-C,,,,
247,FALSE,,,,,
247,possitive,,,,,
247,which,,,,,
247,impacted,,,,,
247,the,,,,,
247,vehicle,,,,,
247,to,,,,,
247,react,,,,,
247,and,,,,,
247,make,,,,,
247,unwanted,,,,,
247,maneuver,,,,,
248,Perception,,,,,
248,discrepancy;,,,,,
248,On,,,,,
248,city,,,,,
248,road,,,,,
248,in,,,,,
248,moderate,,,,,
248,traffic,,,,,
248,with,,,,,
248,clear,,,,,
248,sky,,,,,
248,during,,,,,
248,dusk,,,,,
249,The,,,,,
249,planner,,,,,
249,was,,,,,
249,not,,,,,
249,able,,,,,
249,to,,,,,
249,generate,,,,,
249,a,,,,,
249,valid,,,,,
249,trajectory.,,,,,
249,The,,,,,
249,system,,,,,
249,asked,,,,,
249,the,,,,,
249,operator,,,,,
249,to,,,,,
249,take,,,,,
249,control,,,,,
249,of,,,,,
249,the,,,,,
249,vehicle.,,,,,
249,The,,,,,
249,operator,,,,,
249,disengaged,,,,,
249,the,,,,,
249,system,,,,,
249,manually,,,,,
249,to,,,,,
249,remain,,,,,
249,in,,,,,
249,the,,,,,
249,operational,,,,,
249,design,,,,,
249,domain.,,,,,
249,The,,,,,
249,driver,,,,,
249,performed,,,,,
249,a,,,,,
249,steering,,,,,
249,manouver,,,,,
249,to,,,,,
249,correct,,,,,
249,the,,,,,
249,trajectory,,,,,
249,of,,,,,
249,the,,,,,
249,vehicle.,,,,,
250,AV,,,,,
250,creeps,,,,,
250,cautiously,,,,,
250,after,,,,,
250,stopping,,,,,
250,at,,,,,
250,a,,,,,
250,stop,,,,,
250,sign,,,,,
250,"intersection,",,,,,
250,watching,,,,,
250,out,,,,,
250,for,,,,,
250,other,,,,,
250,crossing,,,,,
250,vehicles.,,,,,
250,Oncoming,,,,,
250,traffic,,,,,
250,on,,,,,
250,the,,,,,
250,cross,,,,,
250,street.,,,,,
250,Safety,,,,,
250,driver,,,,,
250,initiates,,,,,
250,the,,,,,
250,take,,,,,
250,over,,,,,
250,to,,,,,
250,avoid,,,,,
250,possible,,,,,
250,honking,,,,,
250,response,,,,,
250,from,,,,,
250,other,,,,,
250,vehicle,,,,,
250,to,,,,,
250,the,,,,,
250,AV,,,,,
250,interaction,,,,,
250,at,,,,,
250,stop,,,,,
250,"sign,",,,,,
250,which,,,,,
250,is,,,,,
250,slower,,,,,
250,&,,,,,
250,conservative,,,,,
250,than,,,,,
250,a,,,,,
250,typical,,,,,
250,driver.,,,,,
251,Safety,,,,,
251,precaution:,,,,,
251,vehicle,,,,,
251,merging,,,,,
252,Driver,B-E,,,,
252,disengagement,I-E,,,,
252,due,,,,,
252,to,,,,,
252,control,B-C,,,,
252,discrepancy,I-C,,,,
252,to,,,,,
252,maintain,,,,,
252,minimum,,,,,
252,follow,,,,,
252,distance,,,,,
253,Safety,,,,,
253,driver,,,,,
253,decided,,,,,
253,to,,,,,
253,pull,,,,,
253,over,,,,,
253,to,,,,,
253,the,,,,,
253,side,,,,,
253,to,,,,,
253,let,,,,,
253,a,,,,,
253,faster,,,,,
253,trailing,,,,,
253,vehicle,,,,,
253,pass.,,,,,
254,Planning,,,,,
254,discrepancy;,,,,,
254,system,,,,,
254,planned,,,,,
254,incorrect,B-E,,,,
254,trajectory,I-E,,,,
254,due,,,,,
254,to,,,,,
254,oncoming,B-C,,,,
254,vehicle,I-C,,,,
254,cutting,,,,,
254,into,,,,,
254,lane,,,,,
254,of,,,,,
254,traffic,,,,,
255,Planning,,,,,
255,discrepancy;,,,,,
255,during,,,,,
255,double,,,,,
255,parked,,,,,
255,vehicle,,,,,
255,avoidance,,,,,
255,"maneuver,",,,,,
255,system,,,,,
255,planned,,,,,
255,incorrect,,,,,
255,trajectory,,,,,
255,into,,,,,
255,adjacent,,,,,
255,lane,,,,,
255,of,,,,,
255,traffic,,,,,
256,Hardware,,,,,
256,"Irregularity,",,,,,
256,camera,,,,,
256,failed,,,,,
256,to,,,,,
256,display,,,,,
256,on,,,,,
256,onboard,,,,,
256,system,,,,,
257,The,,,,,
257,AV,,,,,
257,was,,,,,
257,Breaking,,,,,
257,incorrectly.,,,,,
257,As,,,,,
257,a,,,,,
257,result,,,,,
257,the,,,,,
257,safety,,,,,
257,driver,,,,,
257,disengaged,,,,,
257,and,,,,,
257,resumed,,,,,
257,manual,,,,,
257,control.,,,,,
258,Comparing,,,,,
258,map,,,,,
258,files,,,,,
258,and,,,,,
258,an,,,,,
258,offset,,,,,
258,was,,,,,
258,noticed,,,,,
258,by,,,,,
258,the,,,,,
258,safety,,,,,
258,driver,,,,,
258,as,,,,,
258,a,,,,,
258,result,,,,,
258,the,,,,,
258,safety,,,,,
258,driver,,,,,
258,disengaged,,,,,
258,and,,,,,
258,resumed,,,,,
258,manual,,,,,
258,control.,,,,,
259,Driver,B-E,,,,
259,precautionary,I-E,,,,
259,disengagement,I-E,,,,
259,due,,,,,
259,to,,,,,
259,aggressive,B-C,,,,
259,cut-in,I-C,,,,
259,by,,,,,
259,other,,,,,
259,vehicle,,,,,
260,The,,,,,
260,AV,,,,,
260,controller,,,,,
260,unexpectedly,,,,,
260,stopped,,,,,
260,running,,,,,
260,and,,,,,
260,AV,,,,,
260,operation,,,,,
260,was,,,,,
260,disengaged.,,,,,
260,The,,,,,
260,driver,,,,,
260,safely,,,,,
260,took,,,,,
260,over,,,,,
260,control,,,,,
260,of,,,,,
260,the,,,,,
260,vehicle,,,,,
260,shortly,,,,,
260,after,,,,,
260,the,,,,,
260,disengagement.,,,,,
261,"Prediction,",,,,,
261,driver,,,,,
261,precautionarily,,,,,
261,intervened,,,,,
261,for,,,,,
261,a,,,,,
261,cyclist,,,,,
261,in,,,,,
261,bike,,,,,
261,lane,,,,,
261,before,,,,,
261,ADV,,,,,
261,enters,,,,,
261,zigzag(Single,,,,,
261,lane,,,,,
261,to,,,,,
261,two,,,,,
261,lanes,,,,,
261,split),,,,,
262,Prediction,,,,,
262,discrepancy;,,,,,
262,incorrect,,,,,
262,trajectory,,,,,
262,estimation,,,,,
262,for,,,,,
262,a,,,,,
262,vehicle,,,,,
262,entering,,,,,
262,intersection,,,,,
263,Motion,,,,,
263,planning,,,,,
263,unable,,,,,
263,to,,,,,
263,produce,,,,,
263,valid,,,,,
263,trajectory,,,,,
264,Disengage,B-E,,,,
264,for,,,,,
264,a,B-C,,,,
264,perception,I-C,,,,
264,discrepancy,I-C,,,,
264,for,,,,,
264,which,,,,,
264,a,,,,,
264,component,,,,,
264,of,,,,,
264,the,,,,,
264,vehicles,,,,,
264,perception,,,,,
264,system,,,,,
264,failed,,,,,
264,to,,,,,
264,detect,,,,,
264,an,,,,,
264,object,,,,,
264,correctly,,,,,
265,Undesireable,,,,,
265,motion,,,,,
265,plan,,,,,
265,violating,,,,,
265,traffic,,,,,
265,signal,,,,,
266,Prediction,,,,,
266,discrepancy;,,,,,
266,incorrect,,,,,
266,trajectory,,,,,
266,estimation,,,,,
266,of,,,,,
266,approaching,,,,,
266,motorcycle,,,,,
267,Prediction,,,,,
267,discrepancy;,,,,,
267,incorrect,,,,,
267,trajectory,,,,,
267,estimation,,,,,
267,of,,,,,
267,a,,,,,
267,vehicle,,,,,
267,reversing,,,,,
267,into,,,,,
267,curbside,,,,,
267,parking,,,,,
268,Prediction,,,,,
268,discrepancy;,,,,,
268,incorrect,,,,,
268,yield,,,,,
268,estimation,,,,,
268,for,,,,,
268,a,,,,,
268,vehicle,,,,,
268,cutting,,,,,
268,into,,,,,
268,the,,,,,
268,lane,,,,,
268,of,,,,,
268,traffic,,,,,
268,in,,,,,
268,intersection,,,,,
269,Prediction,,,,,
269,discrepancy;,,,,,
269,incorrect,,,,,
269,trajectory,,,,,
269,estimation,,,,,
269,for,,,,,
269,vehicle,,,,,
269,making,,,,,
269,illegal,,,,,
269,u-turn,,,,,
269,in,,,,,
269,an,,,,,
269,intersection,,,,,
270,The,,,,,
270,car,,,,,
270,was,,,,,
270,performing,,,,,
270,a,,,,,
270,parking,,,,,
270,"maneuver,",,,,,
270,when,,,,,
270,the,,,,,
270,driver,,,,,
270,had,,,,,
270,to,,,,,
270,take,,,,,
270,"control,",,,,,
270,because,,,,,
270,the,,,,,
270,back,,,,,
270,wall,,,,,
