sentence_id,words,labels
410,maps,O
411,driver,O
411,disengaged,O
411,because,O
411,vehicle,O
411,was,O
411,braking,O
411,with,O
411,no,O
411,close,O
411,lead,O
411,or,O
411,adjacent,O
411,car(s).,O
411,vehicle,O
411,not,O
411,in,O
411,an,O
411,active,O
411,construction,O
411,zone.,O
411,no,O
411,emergency,O
411,vehicles,O
411,or,O
411,collisions,O
411,present,O
411,in,O
411,the,O
411,vicinity.,O
411,weather,O
411,and/or,O
411,road,O
411,conditions,O
411,dry,O
411,in,O
411,the,O
411,area.,O
412,disengage,B-E
412,for,O
412,undesired,B-C
412,motion,I-C
412,planning,I-C
412,"behavior,",I-C
412,too,O
412,large,O
412,curvature,O
413,merge,O
413,maneuver:,O
413,risk,B-E
413,to,O
413,rear-end,O
413,other,O
413,"vehicle,",O
413,caused,O
413,by,O
413,wrong,B-C
413,lane,I-C
413,association,I-C
414,mapping,O
414,discrepancy:,O
414,stop,O
414,sign,O
414,error,O
415,lane,O
415,change,O
415,maneuver,O
415,to,O
415,the,O
415,exit,O
415,lane:,O
415,risk,B-E
415,of,O
415,lane,O
415,"departure,",O
415,caused,O
415,by,O
415,unstable,B-C
415,trajectory,I-C
415,planning,I-C
416,invalid,B-C
416,object,I-C
416,detection,I-C
416,result:,O
416,classified,O
416,a,O
416,person,O
416,as,O
416,a,O
416,car.,O
416,weather:,O
416,cloudy.,O
416,road,O
416,condition:,O
416,dry.,O
417,invalid,B-C
417,decision,I-C
417,making,I-C
417,result:,O
417,at,O
417,all-way,O
417,stop,O
417,"sign,",O
417,av,O
417,kept,O
417,waiting,O
417,at,O
417,intersection,O
417,even,O
417,though,O
417,it,O
417,had,O
417,right,O
417,of,O
417,way.,O
417,weather:,O
417,sunny.,O
417,road,O
417,condition:,O
417,dry.,O
418,system,O
418,detects,O
418,driver,B-E
418,override,I-E
418,due,O
418,to,O
418,significant,B-C
418,one-sided,I-C
418,road,I-C
418,bump.,I-C
418,vehicle,O
418,not,O
418,in,O
418,an,O
418,active,O
418,construction,O
418,zone.,O
418,no,O
418,emergency,O
418,vehicles,O
418,or,O
418,collisions,O
418,present,O
418,in,O
418,the,O
418,vicinity.,O
418,weather,O
418,and/or,O
418,road,O
418,conditions,O
418,dry,O
418,in,O
418,the,O
418,area.,O
419,control,O
419,issue:,O
419,control,O
419,performance,O
419,was,O
419,not,O
419,ideal,O
419,to,O
419,follow,O
419,the,O
419,path/trajectory,O
419,for,O
419,highway,O
419,setting,O
419,and,O
419,needed,O
419,fine,O
419,tuning,O
419,for,O
419,safe,O
419,operation.,O
419,test,O
419,driver,O
419,disengaged,O
419,to,O
419,log,O
419,issue,O
419,for,O
419,further,B-C
419,examination.,I-C
420,motion,O
420,planning,O
420,timed,O
420,out,O
421,object,O
421,perception:,O
421,late,O
421,to,O
421,perceive,O
421,animal,O
421,crossing,O
421,road,O
422,an,B-C
422,issue,I-C
422,with,O
422,motion,O
422,control,O
422,system,O
422,caused,O
422,the,O
422,system,O
422,to,O
422,disengage.,O
422,this,O
422,was,O
422,accomplished,O
422,by,O
422,pressing,O
422,the,O
422,brake,O
422,pedal,O
422,to,O
422,reduce,O
422,the,O
422,velocity,O
422,of,O
422,the,O
422,vehicle.,O
423,perception,B-E
423,module,I-E
423,failure,I-E
423,due,O
423,to,O
423,software,B-C
423,issue,I-C
424,a,B-C
424,general,I-C
424,error,I-C
424,caused,O
424,the,O
424,system,O
424,to,O
424,stop,O
424,the,O
424,engaged,O
424,status.,O
424,vehicle,O
424,not,O
424,in,O
424,an,O
424,active,O
424,construction,O
424,zone.,O
424,no,O
424,emergency,O
424,vehicles,O
424,or,O
424,collisions,O
424,present,O
424,in,O
424,the,O
424,vicinity.,O
424,weather,O
424,and/or,O
424,road,O
424,conditions,O
424,wet,O
424,in,O
424,the,O
424,area.,O
425,av,O
425,was,O
425,braking,O
425,incorrectly.,O
425,as,O
425,a,O
425,"result,",O
425,the,O
425,driver,O
425,safely,O
425,disengaged,O
425,and,O
425,resumed,O
425,manual,O
425,control.,O
426,disengage,B-E
426,for,O
426,perception,B-C
426,"discrepancy,",I-C
426,did,O
426,not,O
426,recognize,O
426,obstacle,O
426,status,O
426,correctly,O
427,planning,O
427,"discrepancy,",O
427,motion,O
427,planning,O
427,timed,O
427,out,O
428,the,O
428,disengagement,O
428,was,O
428,initiated,O
428,by,O
428,the,O
428,test,O
428,driver,O
428,after,O
428,the,O
428,software,O
428,requested,O
428,manual,B-E
428,takeover,I-E
428,due,O
428,to,O
428,positioning.,B-C
428,the,O
428,test,O
428,drive,O
428,occurred,O
428,under,O
428,heavy,O
428,traffic,O
428,and,O
428,clear,O
428,weather,O
428,conditions.,O
429,motion,O
429,and,O
429,planning,O
429,issue:,O
429,the,O
429,vehicle,O
429,took,O
429,too,O
429,long,O
429,time,O
429,to,O
429,accelerate,O
429,after,O
429,a,O
429,stop.,O
429,test,O
429,driver,O
429,disengaged,O
429,the,O
429,vehicle,O
429,and,O
429,log,O
429,the,O
429,issue,O
429,for,O
429,further,B-C
429,examination,I-C
430,disengagement,B-E
430,due,O
430,to,O
430,interference,B-C
430,of,O
430,autonomous,O
430,driving,O
430,path,O
430,by,O
430,a,O
430,pedestrian.,O
431,disengage,B-E
431,for,O
431,unwanted,B-C
431,"maneuver,",I-C
431,did,O
431,not,O
431,slow,O
431,down,O
431,in,O
431,time,O
431,when,O
431,crossing,O
431,the,O
431,intersection,O
432,motion,O
432,and,O
432,planning,O
432,issue:,O
432,the,O
432,vehicle,O
432,took,O
432,too,O
432,long,O
432,time,O
432,to,O
432,accelerate,O
432,after,O
432,a,O
432,stop.,O
432,test,O
432,driver,O
432,disengaged,O
432,the,O
432,vehicle,O
432,and,O
432,log,O
432,the,O
432,issue,O
432,for,O
432,further,B-C
432,examination.,I-C
433,disengage,B-E
433,for,O
433,perception,B-C
433,"discrepancy,",I-C
433,poor,O
433,quality,O
433,of,O
433,"lanemarks,",O
433,the,O
433,ego,O
433,car,O
433,ran,O
433,to,O
433,the,O
433,next,O
433,lane,O
434,hardware,O
434,irregularity,O
435,av,O
435,was,O
435,speeding,O
435,up,O
435,incorrectly.,O
435,as,O
435,a,O
435,"result,",O
435,the,O
435,driver,O
435,safely,O
435,disengaged,O
435,and,O
435,resumed,O
435,manual,O
435,control.,O
436,discrepancy,O
436,in,O
436,planning,O
436,with,O
436,light,O
436,rain,O
436,present,O
436,and,O
436,heavy,O
436,traffic,O
437,traffic,O
437,light,O
437,software,O
437,module,O
437,didn't,O
437,detect,O
437,traffic,O
437,light,O
437,and,O
437,av,O
437,wasn't,O
437,stopping,O
437,for,O
437,red,O
437,light.,O
437,as,O
437,a,O
437,"result,",O
437,the,O
437,driver,O
437,safely,O
437,disengaged,O
437,and,O
437,resumed,O
437,manual,O
437,control.,O
438,perception,O
438,"discrepancy,",O
438,potential,O
438,hardware,O
438,performance,O
438,issue,O
439,unexpected,O
439,or,O
439,reckless,O
439,behavior,O
439,of,O
439,other,O
439,road,O
439,user,O
440,perception,O
440,"discrepancy,",O
440,potential,O
440,software,O
440,performance,O
440,issue,O
441,irregularity,O
441,in,O
441,hardware,O
442,precautionary,B-E
442,takeover,I-E
442,to,O
442,address,O
442,"perception,",O
442,third,O
442,party,O
442,lane,O
442,obstruction,O
443,poor,B-E
443,traffic,I-E
443,light,I-E
443,perception,I-E
443,accuracy,I-E
443,due,O
443,to,O
443,weather,B-C
443,conditions,I-C
443,/,O
443,fog,B-C
444,planning,O
444,discrepancy:,O
444,incorrect,O
444,behavior,O
444,while,O
444,following,O
444,a,O
444,vehicle,O
445,clear,O
445,"weather,",O
445,good,O
445,surface,O
445,conditions.,O
445,disengagment,B-E
445,was,O
445,the,O
445,result,O
445,of,O
445,a,B-C
445,planned,I-C
445,test,I-C
445,of,O
445,the,O
445,autonomous,O
445,technology.,O
445,driver,O
445,assumed,O
445,control,O
445,in,O
445,less,O
445,than,O
445,1,O
445,second.,O
445,trajectory,O
445,message,O
445,timeout:,O
445,took,O
445,too,O
445,longe,O
445,to,O
445,plan,O
445,trajectory,O
446,precautionary,B-E
446,takeover,I-E
446,to,O
446,address,O
446,"planning,",O
446,precautionary,B-E
446,takeover,I-E
446,to,O
446,address,O
446,"perception,",O
446,other,O
446,road,O
446,user,O
446,behaving,O
446,poorly,O
447,precautionary,B-E
447,takeover,I-E
447,to,O
447,address,O
447,"planning,",O
447,av,O
447,lane,O
447,change,O
447,issues,O
448,invalid,O
448,map,O
448,processing,O
448,operation.,O
448,vehicle,O
448,not,O
448,in,O
448,an,O
448,active,O
448,construction,O
448,zone.,O
448,no,O
448,emergency,O
448,vehicles,O
448,or,O
448,collisions,O
448,present,O
448,in,O
448,the,O
448,vicinity.,O
448,weather,O
448,and/or,O
448,road,O
448,conditions,O
448,wet,O
448,in,O
448,the,O
448,area.,O
449,error,O
449,in,O
449,perception,O
449,system,O
449,detection,O
450,localization,O
450,"discrepancy,",O
450,ego,O
450,vehicle,O
450,came,O
450,to,O
450,fully,O
450,stop,O
450,after,O
450,localization,O
450,became,O
450,unstable.,O
451,the,O
451,av,O
451,didn't,O
451,detect,O
451,the,O
451,obstacle,O
451,in,O
451,front,O
451,of,O
451,it.,O
451,as,O
451,a,O
451,"result,",O
451,the,O
451,driver,O
451,safely,O
451,disengaged,O
451,and,O
451,resumed,O
451,manual,O
451,control.,O
452,planning,O
452,discrepancy:,O
452,failure,O
452,to,O
452,make,O
452,unprotected,O
452,left,O
452,during,O
452,light,O
452,cycle,O
453,disengage,B-E
453,due,O
453,to,O
453,operating,B-C
453,outside,I-C
453,odd,I-C
453,(road,O
453,"condition,",O
453,"weather,",O
453,traffic),O
454,invalid,B-C
454,prediction,I-C
454,result:,O
454,target,O
454,vehicle,O
454,driver,O
454,made,O
454,left,O
454,turn,O
454,where,O
454,it,O
454,is,O
454,prohibited.,O
454,weather:,O
454,sunny.,O
454,road,O
454,condition:,O
454,dry.,O
455,disengage,B-E
455,for,O
455,undesired,B-C
455,motion,I-C
455,planning,I-C
455,"behavior,",I-C
455,lane,O
455,change,O
455,failed,O
456,disengage,B-E
456,for,O
456,undesired,B-C
456,motion,I-C
456,planning,I-C
456,"behavior,",I-C
456,off,O
456,centerline,O
456,of,O
456,lanemark,O
456,in,O
456,curve,O
457,an,B-C
457,issue,I-C
457,with,O
457,motion,O
457,control,O
457,system,O
457,caused,O
457,the,O
457,system,O
457,to,O
457,disengage.,O
457,the,O
457,system,O
457,asked,O
457,the,O
457,operator,O
457,to,O
457,take,O
457,control,O
457,of,O
457,the,O
457,vehicle.,O
457,this,O
457,was,O
457,achieved,O
457,by,O
457,pressing,O
457,the,O
457,accelerator,O
457,pedal,O
457,to,O
457,increase,O
457,velocity,O
457,of,O
457,the,O
457,vehicle.,O
458,controls,O
458,"discrepancy,",O
458,potential,O
458,data,O
458,recording,O
458,issue,O
459,speed,O
459,control,O
459,software,O
459,module,O
459,generated,O
459,a,B-C
459,wrong,I-C
459,speed,I-C
459,control,I-C
459,command.,I-C
459,as,O
459,a,O
459,"result,",O
459,the,O
459,driver,O
459,safely,O
459,disengaged,O
459,and,O
459,resumed,O
459,manual,O
459,control.,O
460,clear,O
460,"weather,",O
460,good,O
460,surface,O
460,conditions.,O
460,disengagment,B-E
460,was,O
460,the,O
460,result,O
460,of,O
460,a,B-C
460,planned,I-C
460,test,I-C
460,of,O
460,the,O
460,autonomous,O
460,technology.,O
460,driver,O
460,assumed,O
460,control,O
460,in,O
460,less,O
460,than,O
460,1,O
460,second.,O
460,autobox,O
460,error,O
461,motion,O
461,and,O
461,planning,O
461,issue:,O
461,the,O
461,vehicle,O
461,didn't,O
461,output,O
461,the,O
461,routing,O
461,signal,O
461,for,O
461,lane,O
461,change.,O
461,test,O
461,driver,O
461,disengaged,O
461,and,O
461,log,O
461,the,O
461,issue,O
461,for,O
461,further,B-C
461,examination.,I-C
462,planning,O
462,"discrepancy,",O
462,system,O
462,authorizing,O
462,vehicle,O
462,to,O
462,operate,O
462,outside,O
462,of,O
462,rate,O
462,requirements,O
463,driver,O
463,pressed,O
463,the,O
463,brake,O
463,pedal,O
463,because,O
463,the,O
463,vehicle,O
463,was,O
463,driving,O
463,faster,O
463,than,O
463,driver,O
463,expected.,O
463,vehicle,O
463,not,O
463,in,O
463,an,O
463,active,O
463,construction,O
463,zone.,O
463,no,O
463,emergency,O
463,vehicles,O
463,or,O
463,collisions,O
463,present,O
463,in,O
463,the,O
463,vicinity.,O
463,weather,O
463,and/or,O
463,road,O
463,conditions,O
463,wet,O
463,in,O
463,the,O
463,area.,O
464,discrepancy,O
464,in,O
464,perception,O
465,motion,O
465,and,O
465,planning,O
465,issue:,O
465,the,O
465,vehicle,O
465,speed,O
465,had,O
465,an,O
465,unexpected,O
465,slowdown.,O
465,test,O
465,driver,O
465,disengaged,O
465,to,O
465,speed,O
465,up,O
465,and,O
465,log,O
465,for,O
465,further,B-C
465,examination.,I-C
466,planning,O
466,discrepancy;,O
466,incorrect,O
466,system,O
466,estimation,O
466,of,O
466,free,O
466,space,O
467,the,O
467,disengagement,O
467,was,O
467,initiated,O
467,by,O
467,the,O
467,test,O
467,driver,O
467,during,O
467,free-flowing,O
467,traffic,O
467,and,O
467,clear,O
467,weather,O
467,condition.,O
467,the,O
467,test,O
467,driver,O
467,took,O
467,manual,O
467,control,O
467,of,O
467,the,O
467,car,O
467,as,O
467,it,O
467,was,O
467,getting,O
467,too,O
467,close,O
467,to,O
467,one,O
467,of,O
467,the,O
467,lane,O
467,lines.,O
468,driver,O
468,performed,O
468,steering,O
468,maneuver,O
468,because,O
468,the,O
468,vehicle,O
468,didn?t,O
468,drive,O
468,on,O
468,the,O
468,expected,O
468,path.,O
468,vehicle,O
468,passing,O
468,through,O
468,an,O
468,active,O
468,contruction,O
468,zone,O
468,emergency,O
468,vehicles,O
468,or,O
468,collisions,O
468,present,O
468,in,O
468,the,O
468,vicinity,O
468,weather,O
468,and/or,O
468,road,O
468,conditions,O
468,dry,O
468,in,O
468,the,O
468,area.,O
469,perception,O
469,issue:,O
469,perception,O
469,module,O
469,decided,O
469,to,O
469,stop,O
469,for,O
469,a,O
469,yellow,O
469,"light,",O
469,but,O
469,the,O
469,deacceleration,O
469,was,O
469,not,O
469,enough,O
469,to,O
469,stop,O
469,in,O
469,time,O
469,due,O
469,to,O
469,the,B-C
469,late,I-C
469,perception.,I-C
469,test,O
469,driver,O
469,disengaged,O
469,to,O
469,log,O
469,issue,O
469,for,O
469,further,B-C
469,examination.,I-C
470,disengage,B-E
470,for,O
470,adverse,B-C
470,weather,I-C
470,conditions,I-C
470,experienced,O
470,during,O
470,testing,O
471,"perception,",O
471,driver,O
471,precautionarily,O
471,intervened,O
471,for,O
471,slow,B-C
471,detection,I-C
471,of,O
471,a,O
471,vehicle,O
471,ahead,O
472,disengage,B-E
472,due,O
472,to,O
472,perception,B-C
472,mismatch,I-C
473,precautionary,B-E
473,takeover,I-E
473,to,O
473,address,O
473,"planning,",O
473,precautionary,B-E
473,takeover,I-E
473,to,O
473,address,O
473,"perception,",O
473,third,O
473,party,O
473,lane,O
473,encroachment,O
474,precautionary,B-E
474,takeover,I-E
474,to,O
474,address,O
474,"planning,",O
474,precautionary,B-E
474,takeover,I-E
474,to,O
474,address,O
474,"controls,",O
474,av,O
474,made,O
474,unsuccessful,O
474,left,O
474,turn,O
475,precautionary,B-E
475,takeover,I-E
475,to,O
475,address,O
475,"planning,",O
475,other,O
475,road,O
475,user,O
475,behaving,O
475,poorly,O
476,av,O
476,was,O
476,braking,O
476,incorrectly,O
476,at,O
476,intersection.,O
476,as,O
476,a,O
476,"result,",O
476,the,O
476,driver,O
476,safely,O
476,disengaged,O
476,and,O
476,resumed,O
476,manual,O
476,control.,O
477,discrepancy,O
477,in,O
477,planning,O
477,with,O
477,light,O
477,rain,O
477,present,O
478,perception,O
478,"discrepancy,",O
478,perception,O
478,module,O
478,was,O
478,not,O
478,working,O
478,properly.,O
479,irregularity,O
479,in,O
479,the,O
479,system,O
480,perception,O
480,discrepancy,O
481,planning,O
481,logic:,O
481,planner,O
481,inadequately,O
481,yields,O
481,to,O
481,lead,O
481,vehicle,O
481,at,O
481,traffic,O
481,light,O
482,mapping,O
482,discrepancy:,O
482,traffic,O
482,light,O
482,error,O
483,disengage,B-E
483,for,O
483,undesired,B-C
483,motion,I-C
483,planning,I-C
483,"behavior,",I-C
483,too,O
483,large,O
483,curvature,O
483,road,O
484,controls,O
484,"discrepancy,",O
484,hardware,O
484,diagnostics,O
484,indicated,O
484,potential,O
484,performance,O
484,issue,O
485,planner,O
485,"discrepancy,",O
485,planner,O
485,was,O
485,at,O
485,a,O
485,lower,O
485,than,O
485,normal,O
485,frequency.,O
486,planner,O
486,"discrepancy,",O
486,ego,O
486,vehicle's,O
486,path,O
486,was,O
486,too,O
486,close,O
486,to,O
486,a,O
486,parked,O
486,vehicle,O
486,on,O
486,the,O
486,right,O
486,side.,O
487,system,O
487,"fault,",O
487,excessive,O
487,system,O
487,load,O
488,motion,O
488,and,O
488,planning,O
488,issue:,O
488,the,B-C
488,vehicle,I-C
488,planned,I-C
488,path,I-C
488,causing,O
488,the,O
488,vehicle,O
488,stopped,O
488,too,O
488,far,O
488,to,O
488,the,O
488,cipv.,O
488,test,O
488,driver,O
488,disengaged,O
488,and,O
488,log,O
488,the,O
488,issue,O
488,for,O
488,further,B-C
488,examination.,I-C
489,disengage,B-E
489,for,O
489,undesired,B-C
489,motion,I-C
489,planning,I-C
489,"behavior,",I-C
489,took,O
489,too,O
489,long,O
489,time,O
489,to,O
489,change,O
489,the,O
489,lane,O
490,poor,B-E
490,traffic,I-E
490,light,I-E
490,perception,I-E
490,accuracy,I-E
490,due,O
490,to,O
490,traffic,B-C
490,conditions,I-C
491,perception,O
491,discrepancy:,O
491,lost,O
491,track,O
491,of,O
491,lead,O
491,vehicle,O
492,planning,O
492,discrepancy:,O
492,av,O
492,merged,O
492,poorly,O
493,camera,O
493,vision,O
493,impeded,O
493,by,O
493,sun.,O
493,vehicle,O
493,not,O
493,in,O
493,an,O
493,active,O
493,construction,O
493,zone.,O
493,no,O
493,emergency,O
493,vehicles,O
493,or,O
493,collisions,O
493,present,O
493,in,O
493,the,O
493,vicinity.,O
493,weather,O
493,and/or,O
493,road,O
493,conditions,O
493,dry,O
493,in,O
493,the,O
493,area.,O
494,av,O
494,not,O
494,turning,O
494,enough,O
494,for,O
494,right,O
494,"turn,",O
494,driver,O
494,manually,O
494,steered,O
494,for,O
494,the,O
494,av.,O
494,as,O
494,a,O
494,"result,",O
494,the,O
494,driver,O
494,safely,O
494,disengaged,O
494,and,O
494,resumed,O
494,manual,O
494,control.,O
495,disengage,B-E
495,for,O
495,undesired,B-C
495,motion,I-C
495,planning,I-C
495,"behavior,",I-C
495,undesired,O
495,braking,O
495,when,O
495,overtaking,O
495,a,O
495,bus,O
496,motion,O
496,and,O
496,planning,O
496,issue:,O
496,the,O
496,vehicle,O
496,planned,O
496,speed,O
496,was,O
496,not,O
496,ideal,O
496,at,O
496,the,O
496,traffic,O
496,light.,O
496,test,O
496,driver,O
496,disengaged,O
496,to,O
496,keep,O
496,safe,O
496,and,O
496,log,O
496,the,O
496,issue,O
496,for,O
496,further,B-C
496,examination.,I-C
497,safety,O
497,precaution:,O
497,the,O
497,vehicle,O
497,was,O
497,not,O
497,performing,O
497,optimally,O
497,given,O
497,aggressive,O
497,vehicles,O
497,when,O
497,it,O
497,is,O
497,merging.,O
497,test,O
497,driver,O
497,disengaged,O
497,as,O
497,a,O
497,precautionary,O
497,measure,O
497,to,O
497,address,O
497,traffic,O
497,conditions,O
497,and,O
497,log,O
497,issue.,O
498,prediction,O
498,"discrepancy,",O
498,prediction,O
498,for,O
498,a,O
498,crossing,O
498,pedestrian,O
498,was,O
498,not,O
498,"accurate,",O
498,caused,O
498,ego,O
498,vehicle,O
498,constantly,O
498,changing,O
498,decision.,O
499,the,O
499,component,O
499,"""motion",O
499,"control""",O
499,could,O
499,not,O
499,initialize,O
499,"correctly,",O
499,causing,O
499,the,O
499,system,O
499,to,O
499,disengage.,O
499,driver,O
499,performed,O
499,steering,O
499,maneuver,O
499,because,O
499,the,O
499,vehicle,O
499,didn?t,O
499,drive,O
499,on,O
499,the,O
499,expected,O
499,path.,O
499,vehicle,O
499,not,O
499,in,O
499,an,O
499,active,O
499,construction,O
499,zone.,O
499,no,O
499,emergency,O
499,vehicles,O
499,or,O
499,collisions,O
499,present,O
499,in,O
499,the,O
499,vicinity.,O
499,weather,O
499,and/or,O
499,road,O
499,conditions,O
499,dry,O
499,in,O
499,the,O
499,area.,O
500,traffic,O
500,light,O
500,software,O
500,module,O
500,was,O
500,not,O
500,working,O
500,"properly,",O
500,intermittent,O
500,failutre.,O
500,as,O
500,a,O
500,"result,",O
500,the,O
500,driver,O
500,safely,O
500,disengaged,O
500,and,O
500,resumed,O
500,manual,O
500,control.,O
501,safety,O
501,precaution:,O
501,the,O
501,vehicle,O
501,was,O
501,not,O
501,performing,O
501,optimally,O
501,given,O
501,aggressive,O
501,vehicles,O
501,when,O
501,merging,O
501,the,O
501,vehicle,O
501,to,O
501,the,O
501,right.,O
501,test,O
501,driver,O
501,disengaged,O
501,as,O
501,a,O
501,precautionary,O
501,measure,O
501,to,O
501,address,O
501,traffic,O
501,conditions,O
501,and,O
501,log,O
501,issue,O
501,for,O
501,further,B-C
501,examination.,I-C
502,safety,O
502,precaution:,O
502,radar,O
502,detection,O
502,performance,O
502,was,O
502,not,O
502,ideal,O
502,at,O
502,the,O
502,time,O
502,to,O
502,detect,O
502,"objects,",O
502,which,O
502,jumps,O
502,between,O
502,objects,O
502,on,O
502,the,O
502,left,O
502,and,O
502,right.,O
502,test,O
502,driver,O
502,disengaged,O
502,to,O
502,log,O
502,issue,O
502,for,O
502,further,B-C
502,examination.,I-C
503,error,B-E
503,in,O
503,perception,O
503,system,O
503,detection,O
503,due,O
503,to,O
503,traffic,B-C
503,conditions,I-C
504,disengagement,B-E
504,due,O
504,to,O
504,interference,B-C
504,of,O
504,autonomous,O
504,driving,O
504,path,O
504,by,O
504,a,O
504,long,O
504,semi-truck.,O
505,prediction,O
505,discrepancy;,O
505,incorrect,B-E
505,trajectory,I-E
505,estimation,I-E
505,for,O
505,a,B-C
505,vehicle,I-C
505,cutting,O
505,into,O
505,lane,O
505,of,O
505,traffic,O
506,motion,O
506,and,O
506,planning,O
506,issue:,O
506,the,O
506,vehicle,O
506,planned,O
506,a,O
506,path,O
506,causing,O
506,the,O
506,vehicle,O
506,lateral,O
506,control,O
506,out,O
506,of,O
506,safe,O
506,range.,O
506,test,O
506,driver,O
506,disengaged,O
506,to,O
506,keep,O
506,safe,O
506,and,O
506,log,O
506,the,O
506,issue,O
506,for,O
506,further,B-C
506,examination.,I-C
507,perception,O
507,"discrepancy,",O
507,ego,O
507,vehicle,O
507,was,O
507,not,O
507,detecting,O
507,a,O
507,parked,O
507,vehicle,O
507,correctly.,O
508,invalid,O
508,map,O
508,processing,O
508,operation.,O
508,vehicle,O
508,passing,O
508,through,O
508,an,O
508,active,O
508,contruction,O
508,zone,O
508,emergency,O
508,vehicles,O
508,or,O
508,collisions,O
508,present,O
508,in,O
508,the,O
508,vicinity,O
508,weather,O
508,and/or,O
508,road,O
508,conditions,O
508,dry,O
508,in,O
508,the,O
508,area.,O
509,disengage,B-E
509,for,O
509,undesired,B-C
509,motion,I-C
509,planning,I-C
509,"behavior,",I-C
509,off,O
509,centerline,O
509,of,O
509,lanemark,O
509,in,O
509,traffic,O
509,jam,O
510,av,O
510,was,O
510,exhibiting,O
510,irregular,B-C
510,steering,I-C
510,behavior.,I-C
510,as,O
510,a,O
510,"result,",O
510,the,O
510,driver,O
510,safely,O
510,disengaged,O
510,and,O
510,resumed,O
510,manual,O
510,control.,O
511,invalid,B-C
511,prediction,I-C
511,result:,O
511,path,O
511,planning,O
511,expected,O
511,target,O
511,vehicle,O
511,to,O
511,do,O
511,left,O
511,"turn,",O
511,but,O
511,it,O
511,did,O
511,u-turn.,O
511,weather:,O
511,sunny.,O
511,road,O
511,condition:,O
511,dry.,O
512,prediction,O
512,discrepancy;,O
512,incorrect,B-E
512,trajectory,I-E
512,estimation,I-E
512,for,O
512,a,B-C
512,vehicle,I-C
512,illegally,O
512,crossing,O
512,into,O
512,oncoming,O
512,lane,O
512,of,O
512,traffic,O
513,invalid,B-C
513,perception,I-C
513,result:,O
513,pedestrian,O
513,cross,O
513,street,O
513,"unexpectedly,",O
513,driver,O
513,intervened.,O
513,weather:,O
513,sunny.,O
513,road,O
513,condition:,O
513,dry.,O
514,motion,O
514,and,O
514,planning,O
514,issue:,O
514,the,O
514,vehicle,O
514,planned,O
514,a,O
514,path,O
514,causing,O
514,the,O
514,vehicle,O
514,complete,O
514,stop,O
514,on,O
514,the,O
514,road.,O
514,test,O
514,driver,O
514,disengaged,O
514,and,O
514,log,O
514,the,O
514,issue,O
514,for,O
514,further,B-C
514,examination,I-C
515,localization,O
515,discrepancy:,O
515,the,B-E
515,discrepancy,I-E
515,is,O
515,due,O
515,to,O
515,lack,B-C
515,of,I-C
515,sufficient,I-C
515,evidence,I-C
515,for,O
515,accurate,O
515,localization,O
515,across,O
515,multiple,O
515,localization,O
515,"components,",O
515,including,O
515,lack,O
515,of,O
515,accurate,O
515,"gps,",O
515,lack,O
515,of,O
515,sufficient,O
515,geometric,O
515,signature,O
515,of,O
515,the,O
515,"road,",O
515,lack,O
515,of,O
515,sufficient,O
515,lidar,O
515,point,O
515,"features,",O
515,poor,O
515,imu,O
515,"performance,",O
515,etc.,O
515,this,O
515,discrepancy,O
515,is,O
515,geo-location,O
515,related.,O
516,disengage,B-E
516,for,O
516,undesired,B-C
516,motion,I-C
516,planning,I-C
516,"behavior,",I-C
516,undesired,O
516,braking,O
516,when,O
516,the,O
516,traffic,O
516,light,O
516,is,O
516,green,O
517,av,O
517,main,O
517,computer,O
517,"froze,",O
517,no,O
517,computation,O
517,was,O
517,being,O
517,completed.,O
517,av,O
517,was,O
517,driving,O
517,towards,O
517,edge,O
517,of,O
517,the,O
517,lane.,O
517,as,O
517,a,O
517,"result,",O
517,the,O
517,driver,O
517,safely,O
517,disengaged,O
517,and,O
517,resumed,O
517,manual,O
517,control.,O
518,planning,O
518,"discrepancy,",O
518,potential,O
518,undesirable,O
518,yielding,O
518,maneuver,O
519,invalid,B-C
519,decision,I-C
519,making,I-C
519,result:,O
519,stopped,O
519,behind,O
519,of,O
519,double,O
519,parked,O
519,"car,",O
519,but,O
519,need,O
519,to,O
519,pass.,O
519,weather:,O
519,cloudy.,O
519,road,O
519,condition:,O
519,dry.,O
520,driver,O
520,precautionarily,O
520,intervened,O
520,for,O
520,a,B-C
520,reckless,I-C
520,neighboring,I-C
520,vehicle,I-C
520,cutting,O
520,into,O
520,vehicle's,O
520,lane,O
521,motion,O
521,and,O
521,planning,O
521,issue:,O
521,the,O
521,vehicle,O
521,was,O
521,too,O
521,slow,O
521,to,O
521,start,O
521,after,O
521,a,O
521,stop,O
521,for,O
521,the,O
521,traffic,O
521,light.,O
521,test,O
521,driver,O
521,takeover,O
521,the,O
521,control,O
521,to,O
521,start,O
521,vehicle,O
521,and,O
521,log,O
521,the,O
521,issue,O
521,for,O
521,furthe,B-C
521,examination.,I-C
522,disengage,B-E
522,for,O
522,undesired,B-C
522,motion,I-C
522,planning,I-C
522,"behavior,",I-C
522,did,O
522,not,O
522,slow,O
522,down,O
522,enough,O
522,when,O
522,the,O
522,front,O
522,car,O
522,brakes,O
522,suddenly,O
523,motion,O
523,and,O
523,planning,O
523,issue:,O
523,the,O
523,vehicle,O
523,plan,O
523,speed,O
523,was,O
523,not,O
523,ideal,O
523,to,O
523,start,O
523,the,O
