Sentence_id,Word,Label (J),Label (M),Label (Z),Unnamed: 5,Unnamed: 6,Unnamed: 7,O,B-C,I-C,B-E,I-E,B-BE,I-BE,Total_Label
97.0,brake,I-C,I-C,I-C,,,and,,,,,,,,I-C
97.0,assist,I-C,I-C,I-C,,,goes,,,,,,,,I-C
97.0,feature,I-C,I-C,I-C,,,the,,,,,,,,I-C
97.0,cause,O,O,O,,,brake,,,,,,,,O
97.0,my,B-E,B-E,B-E,,,assist,,,,,,,,B-E
97.0,rotors,I-E,I-E,I-E,,,feature,,,,,,,,I-E
97.0,to,I-E,I-E,I-E,,,cause,,,,,,,,I-E
97.0,get,I-E,I-E,I-E,,,my,,,,,,,,I-E
97.0,warped,I-E,I-E,I-E,,,rotors,,,,,,,,I-E
97.0,right,O,O,O,,,to,,,,,,,,O
97.0,after,O,O,O,,,get,,,,,,,,O
97.0,replacing,O,O,O,,,warped,,,,,,,,O
97.0,them,O,O,O,,,right,,,,,,,,O
97.0,lane,O,O,O,,,after,,,,,,,,O
97.0,keeping,O,O,O,,,replacing,,,,,,,,O
97.0,assist,O,O,O,,,them,,,,,,,,O
97.0,will,O,O,O,,,lane,,,,,,,,O
97.0,yank,O,O,O,,,keeping,,,,,,,,O
97.0,you,O,O,O,,,assist,,,,,,,,O
97.0,over,O,O,O,,,will,,,,,,,,O
97.0,into,O,O,O,,,yank,,,,,,,,O
97.0,a,O,O,O,,,you,,,,,,,,O
97.0,turning,O,O,O,,,over,,,,,,,,O
97.0,lane,O,O,O,,,into,,,,,,,,O
97.0,if,O,O,O,,,a,,,,,,,,O
97.0,you,O,O,O,,,turning,,,,,,,,O
97.0,arent,O,O,O,,,lane,,,,,,,,O
97.0,super,O,O,O,,,if,,,,,,,,O
97.0,careful,O,O,O,,,you,,,,,,,,O
98.0,driving,O,O,O,,,arent,,,,,,,,O
98.0,75,O,O,O,,,super,,,,,,,,O
98.0,miles,O,O,O,,,careful,,,,,,,,O
98.0,per,O,O,O,,,driving,,,,,,,,O
98.0,hour,O,O,O,,,75,,,,,,,,O
98.0,on,O,O,O,,,miles,,,,,,,,O
98.0,interstate,O,O,O,,,per,,,,,,,,O
98.0,while,O,O,O,,,hour,,,,,,,,O
98.0,passing,O,O,O,,,on,,,,,,,,O
98.0,two,O,O,O,,,interstate,,,,,,,,O
98.0,vehicles,O,O,O,,,while,,,,,,,,O
98.0,and,O,O,O,,,passing,,,,,,,,O
98.0,one,O,O,O,,,two,,,,,,,,O
98.0,car,O,O,O,,,vehicles,,,,,,,,O
98.0,behind,O,O,O,,,and,,,,,,,,O
98.0,me,O,O,O,,,one,,,,,,,,O
98.0,the,O,O,O,,,car,,,,,,,,O
98.0,car,O,O,O,,,behind,,,,,,,,O
98.0,made,O,O,O,,,me,,,,,,,,O
98.0,a,O,O,O,,,the,,,,,,,,O
98.0,dinging,O,O,O,,,car,,,,,,,,O
98.0,noise,O,O,O,,,made,,,,,,,,O
98.0,the,B-C,B-C,B-C,,,a,,,,,,,,B-C
98.0,adaptive,I-C,I-C,I-C,,,dinging,,,,,,,,I-C
98.0,cruise,I-C,I-C,I-C,,,noise,,,,,,,,I-C
98.0,not,I-C,I-C,I-C,,,the,,,,,,,,I-C
98.0,available,I-C,I-C,I-C,,,adaptive,,,,,,,,I-C
98.0,light,I-C,I-C,I-C,,,cruise,,,,,,,,I-C
98.0,illuminated,I-C,I-C,I-C,,,not,,,,,,,,I-C
98.0,and,I-C,I-C,I-C,,,available,,,,,,,,I-C
98.0,the,I-C,I-C,I-C,,,light,,,,,,,,I-C
98.0,car,I-C,I-C,I-C,,,illuminated,,,,,,,,I-C
98.0,decelerated,I-C,I-C,I-C,,,and,,,,,,,,I-C
98.0,causing,O,O,O,,,the,,,,,,,,O
98.0,the,B-E,B-E,B-E,,,car,,,,,,,,B-E
98.0,car,I-E,I-E,I-E,,,decelerated,,,,,,,,I-E
98.0,behind,I-E,I-E,I-E,,,causing,,,,,,,,I-E
98.0,me,I-E,I-E,I-E,,,the,,,,,,,,I-E
98.0,to,I-E,I-E,I-E,,,car,,,,,,,,I-E
98.0,have,I-E,I-E,I-E,,,behind,,,,,,,,I-E
98.0,to,I-E,I-E,I-E,,,me,,,,,,,,I-E
98.0,brake,I-E,I-E,I-E,,,to,,,,,,,,I-E
98.0,if,O,O,O,,,have,,,,,,,,O
98.0,i,O,O,O,,,to,,,,,,,,O
98.0,had,O,O,O,,,brake,,,,,,,,O
98.0,not,O,O,O,,,if,,,,,,,,O
98.0,stepped,O,O,O,,,i,,,,,,,,O
98.0,on,O,O,O,,,had,,,,,,,,O
98.0,the,O,O,O,,,not,,,,,,,,O
98.0,accelerator,O,O,O,,,stepped,,,,,,,,O
98.0,the,O,O,O,,,on,,,,,,,,O
98.0,car,O,O,O,,,the,,,,,,,,O
98.0,behind,O,O,O,,,accelerator,,,,,,,,O
98.0,may,O,O,O,,,the,,,,,,,,O
98.0,have,O,O,O,,,car,,,,,,,,O
98.0,hit,O,O,O,,,behind,,,,,,,,O
98.0,me,O,O,O,,,may,,,,,,,,O
98.0,this,O,O,O,,,have,,,,,,,,O
98.0,has,O,O,O,,,hit,,,,,,,,O
98.0,happened,O,O,O,,,me,,,,,,,,O
98.0,on,O,O,O,,,this,,,,,,,,O
98.0,four,O,O,O,,,has,,,,,,,,O
98.0,different,O,O,O,,,happened,,,,,,,,O
98.0,dates,O,O,O,,,on,,,,,,,,O
98.0,and,O,O,O,,,four,,,,,,,,O
98.0,on,O,O,O,,,different,,,,,,,,O
98.0,one,O,O,O,,,dates,,,,,,,,O
98.0,trip,O,O,O,,,and,,,,,,,,O
98.0,it,O,O,O,,,on,,,,,,,,O
98.0,happened,O,O,O,,,one,,,,,,,,O
98.0,8,O,O,O,,,trip,,,,,,,,O
98.0,times,O,O,O,,,it,,,,,,,,O
98.0,in,O,O,O,,,happened,,,,,,,,O
98.0,80,O,O,O,,,8,,,,,,,,O
98.0,miles,O,O,O,,,times,,,,,,,,O
98.0,this,B-C,O,O,,,in,,,,,,,,B-C
98.0,is,I-C,O,O,,,80,,,,,,,,I-C
98.0,a,I-C,B-C,O,,,miles,,,,,,,,I-C
98.0,safety,I-C,I-C,O,,,this,,,,,,,,I-C
98.0,hazard,I-C,I-C,O,,,is,,,,,,,,I-C
98.0,that,O,O,O,,,a,,,,,,,,O
98.0,could,O,O,O,,,safety,,,,,,,,O
98.0,cause,O,O,O,,,hazard,,,,,,,,O
98.0,rear,B-E,B-E,O,,,that,,,,,,,,B-E
98.0,end,I-E,I-E,O,,,could,,,,,,,,I-E
98.0,collision,I-E,I-E,O,,,cause,,,,,,,,I-E
98.0,at,I-E,O,O,,,rear,,,,,,,,I-E
98.0,high,I-E,O,O,,,end,,,,,,,,I-E
98.0,speed,I-E,O,O,,,collision,,,,,,,,I-E
98.0,the,O,O,O,,,at,,,,,,,,O
98.0,repair,O,O,O,,,high,,,,,,,,O
98.0,shop,O,O,O,,,speed,,,,,,,,O
98.0,at,O,O,O,,,the,,,,,,,,O
98.0,my,O,O,O,,,repair,,,,,,,,O
98.0,chevy,O,O,O,,,shop,,,,,,,,O
98.0,dealer,O,O,O,,,at,,,,,,,,O
98.0,in,O,O,O,,,my,,,,,,,,O
98.0,town,O,O,O,,,chevy,,,,,,,,O
98.0,says,O,O,O,,,dealer,,,,,,,,O
98.0,there,O,O,O,,,in,,,,,,,,O
98.0,are,O,O,O,,,town,,,,,,,,O
98.0,no,O,O,O,,,says,,,,,,,,O
98.0,error,O,O,O,,,there,,,,,,,,O
98.0,codes,O,O,O,,,are,,,,,,,,O
98.0,and,O,O,O,,,no,,,,,,,,O
98.0,the,O,O,O,,,error,,,,,,,,O
98.0,adaptive,O,O,O,,,codes,,,,,,,,O
98.0,cruise,O,O,O,,,and,,,,,,,,O
98.0,is,O,O,O,,,the,,,,,,,,O
98.0,working,O,O,O,,,adaptive,,,,,,,,O
98.0,as,O,O,O,,,cruise,,,,,,,,O
98.0,designed,O,O,O,,,is,,,,,,,,O
98.0,is,O,O,O,,,working,,,,,,,,O
98.0,i,O,O,O,,,as,,,,,,,,O
98.0,get,O,O,O,,,designed,,,,,,,,O
98.0,hit,O,O,O,,,is,,,,,,,,O
98.0,from,O,O,O,,,i,,,,,,,,O
98.0,behind,O,O,O,,,get,,,,,,,,O
98.0,at,O,O,O,,,hit,,,,,,,,O
98.0,high,O,O,O,,,from,,,,,,,,O
98.0,speed,O,O,O,,,behind,,,,,,,,O
98.0,this,O,O,O,,,at,,,,,,,,O
98.0,could,O,O,O,,,high,,,,,,,,O
99.0,while,O,O,O,,,speed,,,,,,,,O
99.0,driving,O,O,O,,,this,,,,,,,,O
99.0,at,O,O,O,,,could,,,,,,,,O
99.0,approximately,O,O,O,,,while,,,,,,,,O
99.0,20mph,O,O,O,,,driving,,,,,,,,O
99.0,with,O,O,O,,,at,,,,,,,,O
99.0,no,O,O,O,,,approximately,,,,,,,,O
99.0,vehicle,O,O,O,,,20mph,,,,,,,,O
99.0,or,O,O,O,,,with,,,,,,,,O
99.0,obstruction,O,O,O,,,no,,,,,,,,O
99.0,in,O,O,O,,,vehicle,,,,,,,,O
99.0,front,O,O,O,,,or,,,,,,,,O
99.0,of,O,O,O,,,obstruction,,,,,,,,O
99.0,me,O,O,O,,,in,,,,,,,,O
99.0,my,O,O,B-E,,,front,,,,,,,,O
99.0,rogue,O,O,I-E,,,of,,,,,,,,O
99.0,automatically,O,O,I-E,,,me,,,,,,,,O
99.0,braked,O,O,I-E,,,my,,,,,,,,O
99.0,flashed,O,O,I-E,,,rogue,,,,,,,,O
99.0,a,O,O,I-E,,,automatically,,,,,,,,O
99.0,warning,O,O,I-E,,,braked,,,,,,,,O
99.0,bar,O,O,I-E,,,flashed,,,,,,,,O
99.0,in,O,O,I-E,,,a,,,,,,,,O
99.0,the,O,O,I-E,,,warning,,,,,,,,O
99.0,dash,O,O,I-E,,,bar,,,,,,,,O
99.0,and,O,O,O,,,in,,,,,,,,O
99.0,came,O,O,O,,,the,,,,,,,,O
99.0,to,O,O,O,,,dash,,,,,,,,O
99.0,a,O,O,O,,,and,,,,,,,,O
99.0,complete,O,O,O,,,came,,,,,,,,O
99.0,stop,O,O,O,,,to,,,,,,,,O
99.0,while,O,O,O,,,a,,,,,,,,O
99.0,physically,O,O,O,,,complete,,,,,,,,O
99.0,shaking,O,O,O,,,stop,,,,,,,,O
99.0,and,O,O,O,,,while,,,,,,,,O
99.0,making,O,O,O,,,physically,,,,,,,,O
99.0,a,O,O,O,,,shaking,,,,,,,,O
99.0,grinding,O,O,O,,,and,,,,,,,,O
99.0,noise,O,O,O,,,making,,,,,,,,O
99.0,the,O,B-E,O,,,a,,,,,,,,O
99.0,car,O,I-E,O,,,grinding,,,,,,,,O
99.0,had,O,I-E,O,,,noise,,,,,,,,O
99.0,engaged,O,I-E,O,,,the,,,,,,,,O
99.0,the,O,I-E,O,,,car,,,,,,,,O
99.0,automatic,O,I-E,O,,,had,,,,,,,,O
99.0,emergency,O,I-E,O,,,engaged,,,,,,,,O
99.0,braking,O,I-E,O,,,the,,,,,,,,O
99.0,system,O,I-E,O,,,automatic,,,,,,,,O
99.0,without,O,O,O,,,emergency,,,,,,,,O
99.0,cause,O,O,O,,,braking,,,,,,,,O
99.0,this,O,O,O,,,system,,,,,,,,O
99.0,occurred,O,O,O,,,without,,,,,,,,O
99.0,at,O,O,O,,,cause,,,,,,,,O
99.0,800pm,O,O,O,,,this,,,,,,,,O
99.0,night,O,O,O,,,occurred,,,,,,,,O
99.0,and,O,O,O,,,at,,,,,,,,O
99.0,about,O,O,O,,,800pm,,,,,,,,O
99.0,20,O,O,O,,,night,,,,,,,,O
99.0,feet,O,O,O,,,and,,,,,,,,O
99.0,before,O,O,O,,,about,,,,,,,,O
99.0,a,O,O,O,,,20,,,,,,,,O
99.0,railroad,O,O,O,,,feet,,,,,,,,O
99.0,crossing,O,O,O,,,before,,,,,,,,O
99.0,on,O,O,O,,,a,,,,,,,,O
99.0,a,O,O,O,,,railroad,,,,,,,,O
99.0,two-lane,O,O,O,,,crossing,,,,,,,,O
99.0,street,O,O,O,,,on,,,,,,,,O
99.0,in,O,O,O,,,a,,,,,,,,O
99.0,a,O,O,O,,,two-lane,,,,,,,,O
99.0,rural,O,O,O,,,street,,,,,,,,O
99.0,town,O,O,O,,,in,,,,,,,,O
99.0,but,O,O,O,,,a,,,,,,,,O
99.0,there,O,O,O,,,rural,,,,,,,,O
99.0,was,O,O,O,,,town,,,,,,,,O
99.0,no,O,O,O,,,but,,,,,,,,O
99.0,train,O,O,O,,,there,,,,,,,,O
99.0,present,O,O,O,,,was,,,,,,,,O
99.0,it,O,O,O,,,no,,,,,,,,O
99.0,took,O,O,O,,,train,,,,,,,,O
99.0,several,O,O,O,,,present,,,,,,,,O
99.0,seconds,O,O,O,,,it,,,,,,,,O
99.0,to,O,O,O,,,took,,,,,,,,O
99.0,regain,O,O,O,,,several,,,,,,,,O
99.0,control,O,O,O,,,seconds,,,,,,,,O
99.0,of,O,O,O,,,to,,,,,,,,O
99.0,the,O,O,O,,,regain,,,,,,,,O
99.0,car,O,O,O,,,control,,,,,,,,O
99.0,and,O,O,O,,,of,,,,,,,,O
99.0,begin,O,O,O,,,the,,,,,,,,O
99.0,driving,O,O,O,,,car,,,,,,,,O
99.0,again,O,O,O,,,and,,,,,,,,O
99.0,the,O,O,O,,,begin,,,,,,,,O
99.0,car,O,O,O,,,driving,,,,,,,,O
99.0,following,O,O,O,,,again,,,,,,,,O
99.0,me,O,O,O,,,the,,,,,,,,O
99.0,was,O,O,O,,,car,,,,,,,,O
99.0,far,O,O,O,,,following,,,,,,,,O
99.0,enough,O,O,O,,,me,,,,,,,,O
99.0,behind,O,O,O,,,was,,,,,,,,O
99.0,to,O,O,O,,,far,,,,,,,,O
99.0,avoid,O,O,O,,,enough,,,,,,,,O
99.0,a,O,O,O,,,behind,,,,,,,,O
99.0,rear,O,O,O,,,to,,,,,,,,O
99.0,collision,O,O,O,,,avoid,,,,,,,,O
99.0,and,O,O,O,,,a,,,,,,,,O
99.0,was,O,O,O,,,rear,,,,,,,,O
99.0,able,O,O,O,,,collision,,,,,,,,O
99.0,to,O,O,O,,,and,,,,,,,,O
99.0,navigate,O,O,O,,,was,,,,,,,,O
99.0,around,O,O,O,,,able,,,,,,,,O
99.0,my,O,O,O,,,to,,,,,,,,O
99.0,stopped,O,O,O,,,navigate,,,,,,,,O
99.0,vehicle,O,O,O,,,around,,,,,,,,O
99.0,i,O,O,O,,,my,,,,,,,,O
99.0,have,O,O,O,,,stopped,,,,,,,,O
99.0,reported,O,O,O,,,vehicle,,,,,,,,O
99.0,the,O,O,O,,,i,,,,,,,,O
99.0,occurrence,O,O,O,,,have,,,,,,,,O
99.0,to,O,O,O,,,reported,,,,,,,,O
99.0,fred,O,O,O,,,the,,,,,,,,O
100.0,while,O,O,O,,,occurrence,,,,,,,,O
100.0,driving,O,O,O,,,to,,,,,,,,O
100.0,at,O,O,O,,,fred,,,,,,,,O
100.0,highway,O,O,O,,,while,,,,,,,,O
100.0,speeds,O,O,O,,,driving,,,,,,,,O
100.0,with,O,O,O,,,at,,,,,,,,O
100.0,the,O,O,O,,,highway,,,,,,,,O
100.0,adaptive,O,O,O,,,speeds,,,,,,,,O
100.0,cruise,O,O,O,,,with,,,,,,,,O
100.0,control,O,O,O,,,the,,,,,,,,O
100.0,engaged,O,O,O,,,adaptive,,,,,,,,O
100.0,the,O,O,O,,,cruise,,,,,,,,O
100.0,vehicle,O,O,O,,,control,,,,,,,,O
100.0,detects,O,O,O,,,engaged,,,,,,,,O
100.0,vehicles,O,O,O,,,the,,,,,,,,O
100.0,to,O,O,O,,,vehicle,,,,,,,,O
100.0,the,O,O,O,,,detects,,,,,,,,O
100.0,right,O,O,O,,,vehicles,,,,,,,,O
100.0,same,O,O,O,,,to,,,,,,,,O
100.0,direction,O,O,O,,,the,,,,,,,,O
100.0,of,O,O,O,,,right,,,,,,,,O
100.0,travel,O,O,O,,,same,,,,,,,,O
100.0,or,O,O,O,,,direction,,,,,,,,O
100.0,at,O,O,O,,,of,,,,,,,,O
100.0,times,O,O,O,,,travel,,,,,,,,O
100.0,vehicles,O,O,O,,,or,,,,,,,,O
100.0,to,O,O,O,,,at,,,,,,,,O
100.0,the,O,O,O,,,times,,,,,,,,O
100.0,left,O,O,O,,,vehicles,,,,,,,,O
100.0,opposite,O,O,O,,,to,,,,,,,,O
100.0,direction,O,O,O,,,the,,,,,,,,O
100.0,of,O,O,O,,,left,,,,,,,,O
100.0,travel,O,O,O,,,opposite,,,,,,,,O
100.0,and,O,O,O,,,direction,,,,,,,,O
100.0,abruptly,O,O,O,,,of,,,,,,,,O
100.0,applied,O,O,O,,,travel,,,,,,,,O
100.0,backing,O,O,O,,,and,,,,,,,,O
100.0,no,O,O,O,,,abruptly,,,,,,,,O
100.0,vehicles,O,O,O,,,applied,,,,,,,,O
100.0,will,O,O,O,,,backing,,,,,,,,O
100.0,actually,O,O,O,,,no,,,,,,,,O
100.0,be,O,O,O,,,vehicles,,,,,,,,O
100.0,in,O,O,O,,,will,,,,,,,,O
100.0,lane,O,O,O,,,actually,,,,,,,,O
100.0,of,O,O,O,,,be,,,,,,,,O
100.0,travel,O,O,O,,,in,,,,,,,,O
100.0,of,O,O,O,,,lane,,,,,,,,O
100.0,the,O,O,O,,,of,,,,,,,,O
100.0,vehicle,O,O,O,,,travel,,,,,,,,O
100.0,to,O,O,O,,,of,,,,,,,,O
100.0,cause,O,O,O,,,the,,,,,,,,O
100.0,action,O,O,O,,,vehicle,,,,,,,,O
100.0,on,O,O,O,,,to,,,,,,,,O
100.0,a,O,O,O,,,cause,,,,,,,,O
100.0,87,O,O,O,,,action,,,,,,,,O
100.0,mile,O,O,O,,,on,,,,,,,,O
100.0,drive,O,O,O,,,a,,,,,,,,O
100.0,one,O,O,O,,,87,,,,,,,,O
100.0,way,O,O,O,,,mile,,,,,,,,O
100.0,to,O,O,O,,,drive,,,,,,,,O
100.0,work,O,O,O,,,one,,,,,,,,O
100.0,happens,O,O,O,,,way,,,,,,,,O
100.0,more,O,O,O,,,to,,,,,,,,O
100.0,than,O,O,O,,,work,,,,,,,,O
100.0,eight,O,O,O,,,happens,,,,,,,,O
100.0,times,O,O,O,,,more,,,,,,,,O
100.0,on,O,O,O,,,than,,,,,,,,O
100.0,first,O,O,O,,,eight,,,,,,,,O
100.0,drive,O,O,O,,,times,,,,,,,,O
100.0,and,O,O,O,,,on,,,,,,,,O
100.0,over,O,O,O,,,first,,,,,,,,O
100.0,ten,O,O,O,,,drive,,,,,,,,O
100.0,time,O,O,O,,,and,,,,,,,,O
100.0,on,O,O,O,,,over,,,,,,,,O
100.0,second,O,O,O,,,ten,,,,,,,,O
100.0,drive,O,O,O,,,time,,,,,,,,O
100.0,vehicle,O,O,O,,,on,,,,,,,,O
100.0,has,O,O,O,,,second,,,,,,,,O
100.0,under,O,O,O,,,drive,,,,,,,,O
100.0,1500,O,O,O,,,vehicle,,,,,,,,O
100.0,miles,O,O,O,,,has,,,,,,,,O
100.0,on,O,O,O,,,under,,,,,,,,O
100.0,it,O,O,O,,,1500,,,,,,,,O
100.0,and,O,O,O,,,miles,,,,,,,,O
100.0,was,O,O,O,,,on,,,,,,,,O
100.0,purchased,O,O,O,,,it,,,,,,,,O
100.0,brand,O,O,O,,,and,,,,,,,,O
100.0,new,O,O,O,,,was,,,,,,,,O
100.0,taken,O,O,O,,,purchased,,,,,,,,O
100.0,to,O,O,O,,,brand,,,,,,,,O
100.0,acura,O,O,O,,,new,,,,,,,,O
100.0,and,O,O,O,,,taken,,,,,,,,O
100.0,told,O,O,O,,,to,,,,,,,,O
100.0,to,O,O,O,,,acura,,,,,,,,O
100.0,turn,O,O,O,,,and,,,,,,,,O
100.0,off,O,O,O,,,told,,,,,,,,O
100.0,lane,O,O,O,,,to,,,,,,,,O
100.0,departure,O,O,O,,,turn,,,,,,,,O
100.0,system,O,O,O,,,off,,,,,,,,O
100.0,unless,O,O,O,,,lane,,,,,,,,O
100.0,in,O,O,O,,,departure,,,,,,,,O
100.0,city,O,O,O,,,system,,,,,,,,O
100.0,traffic,O,O,O,,,unless,,,,,,,,O
100.0,system,O,O,O,,,in,,,,,,,,O
100.0,turned,O,O,O,,,city,,,,,,,,O
100.0,off,O,O,O,,,traffic,,,,,,,,O
100.0,and,O,O,O,,,system,,,,,,,,O
100.0,did,O,O,O,,,turned,,,,,,,,O
100.0,not,O,O,O,,,off,,,,,,,,O
100.0,correct,O,O,O,,,and,,,,,,,,O
100.0,issue,O,O,O,,,did,,,,,,,,O
100.0,the,B-C,B-C,B-C,,,not,,,,,,,,B-C
100.0,abrupt,I-C,I-C,I-C,,,correct,,,,,,,,I-C
100.0,braking,I-C,I-C,I-C,,,issue,,,,,,,,I-C
100.0,causes,O,O,O,,,the,,,,,,,,O
100.0,drivers,B-E,B-E,B-E,,,abrupt,,,,,,,,B-E
100.0,behind,I-E,I-E,I-E,,,braking,,,,,,,,I-E
100.0,to,I-E,I-E,I-E,,,causes,,,,,,,,I-E
100.0,abruptly,I-E,I-E,I-E,,,drivers,,,,,,,,I-E
100.0,brake,I-E,I-E,I-E,,,behind,,,,,,,,I-E
100.0,increasing,O,O,I-E,,,to,,,,,,,,O
100.0,risk,O,O,I-E,,,abruptly,,,,,,,,O
100.0,of,O,O,I-E,,,brake,,,,,,,,O
100.0,crash,O,O,I-E,,,increasing,,,,,,,,O
101.0,my,O,O,O,,,risk,,,,,,,,O
101.0,son,O,O,O,,,of,,,,,,,,O
101.0,was,O,O,O,,,crash,,,,,,,,O
101.0,driving,O,O,O,,,my,,,,,,,,O
101.0,on,O,O,O,,,son,,,,,,,,O
101.0,the,O,O,O,,,was,,,,,,,,O
101.0,golden,O,O,O,,,driving,,,,,,,,O
101.0,gate,O,O,O,,,on,,,,,,,,O
101.0,bridge,O,O,O,,,the,,,,,,,,O
101.0,when,O,O,O,,,golden,,,,,,,,O
101.0,the,B-C,O,B-C,,,gate,,,,,,,,B-C
101.0,auto,I-C,O,I-C,,,bridge,,,,,,,,I-C
101.0,pilot,I-C,O,I-C,,,when,,,,,,,,I-C
101.0,applied,I-C,O,I-C,,,the,,,,,,,,I-C
101.0,the,I-C,O,I-C,,,auto,,,,,,,,I-C
101.0,brakes,I-C,O,I-C,,,pilot,,,,,,,,I-C
101.0,he,O,O,O,,,applied,,,,,,,,O
101.0,said,O,O,O,,,the,,,,,,,,O
101.0,a,O,O,O,,,brakes,,,,,,,,O
101.0,traffic,O,O,O,,,he,,,,,,,,O
101.0,cone,O,O,O,,,said,,,,,,,,O
101.0,appeared,O,O,O,,,a,,,,,,,,O
101.0,on,O,O,O,,,traffic,,,,,,,,O
101.0,the,O,O,O,,,cone,,,,,,,,O
101.0,screen,O,O,O,,,appeared,,,,,,,,O
101.0,there,O,O,O,,,on,,,,,,,,O
101.0,was,O,O,O,,,the,,,,,,,,O
101.0,no,O,O,O,,,screen,,,,,,,,O
101.0,traffic,O,O,O,,,there,,,,,,,,O
101.0,cone,O,O,O,,,was,,,,,,,,O
101.0,or,O,O,O,,,no,,,,,,,,O
101.0,any,O,O,O,,,traffic,,,,,,,,O
101.0,other,O,O,O,,,cone,,,,,,,,O
101.0,object,O,O,O,,,or,,,,,,,,O
101.0,in,O,O,O,,,any,,,,,,,,O
101.0,the,O,O,O,,,other,,,,,,,,O
101.0,road,O,O,O,,,object,,,,,,,,O
101.0,this,O,O,O,,,in,,,,,,,,O
101.0,issue,O,O,O,,,the,,,,,,,,O
101.0,caused,O,O,O,,,road,,,,,,,,O
101.0,an,B-E,B-E,B-E,,,this,,,,,,,,B-E
101.0,accident,I-E,I-E,I-E,,,issue,,,,,,,,I-E
101.0,behind,O,O,O,,,caused,,,,,,,,O
101.0,him,O,O,O,,,an,,,,,,,,O
101.0,because,O,O,O,,,accident,,,,,,,,O
101.0,of,O,O,O,,,behind,,,,,,,,O
101.0,the,O,B-C,O,,,him,,,,,,,,O
101.0,sudden,O,I-C,O,,,because,,,,,,,,O
101.0,brake,O,I-C,O,,,of,,,,,,,,O
101.0,application,O,I-C,O,,,the,,,,,,,,O
101.0,this,O,I-C,O,,,sudden,,,,,,,,O
101.0,also,O,O,O,,,brake,,,,,,,,O
101.0,happened,O,O,O,,,application,,,,,,,,O
101.0,to,O,O,O,,,this,,,,,,,,O
101.0,me,O,O,O,,,also,,,,,,,,O
101.0,while,O,O,O,,,happened,,,,,,,,O
101.0,driving,O,O,O,,,to,,,,,,,,O
101.0,on,O,O,O,,,me,,,,,,,,O
101.0,the,O,O,O,,,while,,,,,,,,O
101.0,freeway,O,O,O,,,driving,,,,,,,,O
101.0,i,O,O,O,,,on,,,,,,,,O
101.0,had,O,O,O,,,the,,,,,,,,O
101.0,the,O,O,O,,,freeway,,,,,,,,O
101.0,car,O,O,O,,,i,,,,,,,,O
101.0,on,O,O,O,,,had,,,,,,,,O
101.0,cruise,O,O,O,,,the,,,,,,,,O
101.0,control,O,O,O,,,car,,,,,,,,O
101.0,all,O,O,O,,,on,,,,,,,,O
101.0,of,O,O,O,,,cruise,,,,,,,,O
101.0,a,O,O,O,,,control,,,,,,,,O
101.0,sudden,O,O,O,,,all,,,,,,,,O
101.0,the,O,O,O,,,of,,,,,,,,O
101.0,brakes,O,O,O,,,a,,,,,,,,O
101.0,were,O,O,O,,,sudden,,,,,,,,O
101.0,automatically,O,O,O,,,the,,,,,,,,O
101.0,applied,O,O,O,,,brakes,,,,,,,,O
101.0,without,O,O,O,,,were,,,,,,,,O
101.0,anything,O,O,O,,,automatically,,,,,,,,O
101.0,in,O,O,O,,,applied,,,,,,,,O
101.0,the,O,O,O,,,without,,,,,,,,O
101.0,road,O,O,O,,,anything,,,,,,,,O
102.0,2017,O,O,O,,,in,,,,,,,,O
102.0,nissan,O,O,O,,,the,,,,,,,,O
102.0,maxima,O,O,O,,,road,,,,,,,,O
102.0,sl,O,O,O,,,2017,,,,,,,,O
102.0,had,O,O,O,,,nissan,,,,,,,,O
102.0,abs,O,O,O,,,maxima,,,,,,,,O
102.0,recall,O,O,O,,,sl,,,,,,,,O
102.0,serviced,O,O,O,,,had,,,,,,,,O
102.0,at,O,O,O,,,abs,,,,,,,,O
102.0,tim,O,O,O,,,recall,,,,,,,,O
102.0,dahle,O,O,O,,,serviced,,,,,,,,O
102.0,nissan,O,O,O,,,at,,,,,,,,O
102.0,of,O,O,O,,,tim,,,,,,,,O
102.0,orem,O,O,O,,,dahle,,,,,,,,O
102.0,utah,O,O,O,,,nissan,,,,,,,,O
102.0,retrieved,O,O,O,,,of,,,,,,,,O
102.0,car,O,O,O,,,orem,,,,,,,,O
102.0,after,O,O,O,,,utah,,,,,,,,O
102.0,service,O,O,O,,,retrieved,,,,,,,,O
102.0,was,O,O,O,,,car,,,,,,,,O
102.0,completed,O,O,O,,,after,,,,,,,,O
102.0,and,O,O,O,,,service,,,,,,,,O
102.0,shortly,O,O,O,,,was,,,,,,,,O
102.0,after,O,O,O,,,completed,,,,,,,,O
102.0,my,O,O,O,,,and,,,,,,,,O
102.0,fry,O,O,O,,,shortly,,,,,,,,O
102.0,into,O,O,O,,,after,,,,,,,,O
102.0,emergency,B-E,O,B-E,,,my,,,,,,,,B-E
102.0,braking,I-E,O,I-E,,,fry,,,,,,,,I-E
102.0,system,I-E,O,I-E,,,into,,,,,,,,I-E
102.0,deactivates,I-E,O,I-E,,,emergency,,,,,,,,I-E
102.0,after,I-E,O,O,,,braking,,,,,,,,O
102.0,driving,I-E,O,O,,,system,,,,,,,,O
102.0,about,I-E,O,O,,,deactivates,,,,,,,,O
102.0,2021-05-08 00:00:00,I-E,O,O,,,after,,,,,,,,O
