Sentence_id,Word,Manual
1381,by,O
1381,the,B-C
1381,asteroid,I-C
1381,that,O
1381,passed,O
1381,Earth,O
1381,yesterday,O
1381,.,O
1382,On,O
1382,the,O
1382,morning,O
1382,of,O
1382,May,O
1382,25,O
1382,",",O
1382,many,O
1382,schools,O
1382,in,O
1382,northeast,O
1382,China,O
1382,were,O
1382,evacuated,O
1382,because,O
1382,of,O
1382,the,B-E
1382,earthquake,I-E
1382,caused,O
1382,by,O
1382,the,B-C
1382,North,I-C
1382,Korea,I-C
1382,nuclear,I-C
1382,test,I-C
1382,.,O
1383,Seborrheic,B-C
1383,dermatitis,I-C
1383,is,O
1383,one,O
1383,of,O
1383,the,O
1383,causes,O
1383,for,O
1383,dandruff,B-E
1383,.,O
1384,Sierra,O
1384,Leone,O
1384,in,O
1384,the,O
1384,wake,O
1384,of,O
1384,the,B-E
1384,devastation,I-E
1384,caused,O
1384,by,O
1384,the,B-C
1384,decade,I-C
1384,old,I-C
1384,civil,I-C
1384,conflict,I-C
1384,in,O
1384,every,O
1384,sector,O
1384,of,O
1384,our,O
1384,society,O
1384,",",O
1384,the,O
1384,education,O
1384,sector,O
1384,",",O
1384,being,O
1384,key,O
1384,.,O
1385,Hepatitis,B-E
1385,B,I-E
1385,is,I-E
1385,a,I-E
1385,potentially,I-E
1385,life,I-E
1385,threatening,I-E
1385,liver,I-E
1385,infection,I-E
1385,caused,O
1385,by,O
1385,the,B-C
1385,hepatitis,I-C
1385,B,I-C
1385,virus,I-C
1385,.,O
1386,On,O
1386,investigation,O
1386,",",O
1386,however,O
1386,",",O
1386,it,O
1386,was,O
1386,found,O
1386,that,O
1386,all,O
1386,the,B-E
1386,noise,I-E
1386,was,O
1386,caused,O
1386,by,O
1386,the,B-C
1386,arrival,I-C
1386,of,I-C
1386,Fred,I-C
1386,Riemer,I-C
1386,with,O
1386,an,O
1386,ox,O
1386,team,O
1386,load,O
1386,of,O
1386,flour,O
1386,.,O
1387,This,O
1387,meeting,O
1387,was,O
1387,called,O
1387,in,O
1387,response,O
1387,to,O
1387,a,O
1387,request,O
1387,of,O
1387,Eastern,O
1387,labor,O
1387,papers,O
1387,",",O
1387,but,O
1387,happened,O
1387,to,O
1387,fall,O
1387,amid,O
1387,the,B-E
1387,excitement,I-E
1387,caused,O
1387,by,O
1387,the,B-C
1387,Pittsburgh,I-C
1387,riot,I-C
1387,.,O
1388,Many,O
1388,commercial,O
1388,soap,O
1388,",",O
1388,shower,O
1388,gel,O
1388,or,O
1388,cleanser,O
1388,products,O
1388,contain,O
1388,preservatives,B-C
1388,",",I-C
1388,colorants,I-C
1388,and,I-C
1388,chemicals,I-C
1388,that,O
1388,cause,O
1388,dryness,B-E
1388,",",I-E
1388,rashes,I-E
1388,",",I-E
1388,itchiness,I-E
1388,and,I-E
1388,roughness,I-E
1388,on,I-E
1388,the,I-E
1388,skin,I-E
1388,.,O
1389,Priority,O
1389,must,O
1389,be,O
1389,given,O
1389,to,O
1389,efforts,O
1389,to,O
1389,combat,O
1389,insecurity,O
1389,and,O
1389,thus,O
1389,poverty,B-C
1389,",",O
1389,major,O
1389,cause,O
1389,of,O
1389,violence,B-E
1389,most,O
1389,often,O
1389,experienced,O
1389,by,O
1389,poorest,O
1389,.,O
1390,The,B-C
1390,compromises,I-C
1390,contained,I-C
1390,in,I-C
1390,the,I-C
1390,agreement,I-C
1390,caused,O
1390,the,B-E
1390,civil,I-E
1390,war,I-E
1390,in,O
1390,the,O
1390,26,O
1390,counties,O
1390,in,O
1390,June,O
1390,1922,O
1390,April,O
1390,1923,O
1390,",",O
1390,in,O
1390,which,O
1390,the,O
1390,pro,O
1390,Treaty,O
1390,Provisional,O
1390,Government,O
1390,defeated,O
1390,the,O
1390,anti,O
1390,Treaty,O
1390,Republican,O
1390,forces,O
1390,.,O
1391,The,B-E
1391,disruption,I-E
1391,has,O
1391,been,O
1391,caused,O
1391,by,O
1391,work,B-C
1391,being,I-C
1391,carried,I-C
1391,out,I-C
1391,by,I-C
1391,track,I-C
1391,operator,I-C
1391,Network,I-C
1391,Rail,I-C
1391,.,O
1392,A,O
1392,person,O
1392,with,O
1392,an,O
1392,intrinsic,O
1392,motivation,O
1392,to,O
1392,run,O
1392,gains,O
1392,satisfaction,O
1392,from,O
1392,a,O
1392,very,O
1392,long,O
1392,running,O
1392,around,O
1392,their,O
1392,favourite,O
1392,course,O
1392,on,O
1392,a,O
1392,calm,O
1392,",",O
1392,sunny,O
1392,day,O
1392,.,O
1393,The,B-E
1393,real,I-E
1393,possibility,I-E
1393,of,I-E
1393,total,I-E
1393,engulfment,I-E
1393,by,I-E
1393,flame,I-E
1393,or,I-E
1393,suffocation,I-E
1393,from,O
1393,smoke,B-C
1393,was,O
1393,a,O
1393,constant,O
1393,threat,O
1393,.,O
1394,The,O
1394,abuse,O
1394,is,O
1394,rooted,O
1394,in,O
1394,the,O
1394,perpetrator's,O
1394,mental,O
1394,illness,O
1394,.,O
1395,The,B-E
1395,birthmarks,I-E
1395,are,O
1395,caused,O
1395,by,O
1395,expansions,B-C
1395,dilations,I-C
1395,in,I-C
1395,tiny,I-C
1395,blood,I-C
1395,vessels,I-C
1395,called,O
1395,capillaries,O
1395,.,O
1396,The,B-C
1396,dispute,I-C
1396,has,O
1396,resulted,O
1396,in,O
1396,major,B-E
1396,regional,I-E
1396,wars,I-E
1396,and,O
1396,two,O
1396,Palestinian,O
1396,Intifadas,O
1396,with,O
1396,tragedies,O
1396,on,O
1396,both,O
1396,sides,O
1396,.,O
1397,This,O
1397,photograph,O
1397,shows,O
1397,the,O
1397,vortices,O
1397,created,O
1397,by,O
1397,the,O
1397,water,O
1397,strider's,O
1397,legs,O
1397,as,O
1397,it,O
1397,moves,O
1397,across,O
1397,the,O
1397,water,O
1397,.,O
1398,The,B-E
1398,common,I-E
1398,cold,I-E
1398,and,I-E
1398,the,I-E
1398,flu,I-E
1398,are,O
1398,caused,O
1398,by,O
1398,different,B-C
1398,viruses,I-C
1398,",",O
1398,with,O
1398,symptoms,O
1398,of,O
1398,the,O
1398,flu,O
1398,presenting,O
1398,more,O
1398,quickly,O
1398,and,O
1398,with,O
1398,more,O
1398,severity,O
1398,than,O
1398,those,O
1398,of,O
1398,a,O
1398,cold,O
1398,.,O
1399,P6,O
1399,stimulation,O
1399,for,O
1399,PONV,O
1399,is,O
1399,a,O
1399,convincing,O
1399,case,O
1399,for,O
1399,the,O
1399,efficacy,O
1399,of,O
1399,acupuncture,O
1399,;,O
1399,to,O
1399,that,O
1399,were,O
1399,later,O
1399,added,B-E
1399,nausea,I-E
1399,from,O
1399,chemotherapy,B-C
1399,or,I-C
1399,pregnancy,I-C
1399,",",I-C
1399,and,I-C
1399,dental,I-C
1399,pain,I-C
1399,.,O
1400,Mixed,O
1400,in,O
1400,equal,O
1400,parts,O
1400,with,O
1400,peppermint,O
1400,",",O
1400,Elder,O
1400,flowers,O
1400,help,O
1400,reduce,O
1400,the,B-E
1400,fevers,I-E
1400,and,I-E
1400,aches,I-E
1400,caused,O
1400,by,O
1400,colds,B-C
1400,and,I-C
1400,the,I-C
1400,flu,I-C
1400,.,O
1401,The,O
1401,following,O
1401,pages,O
1401,are,O
1401,organized,O
1401,by,O
1401,subject,O
1401,",",O
1401,and,O
1401,investigate,O
1401,the,B-E
1401,root,I-E
1401,causes,I-E
1401,of,I-E
1401,damage,I-E
1401,caused,O
1401,by,O
1401,the,B-C
1401,quake,I-C
1401,.,O
1402,In,O
1402,the,B-E
1402,chaos,I-E
1402,and,I-E
1402,urgency,I-E
1402,caused,O
1402,by,O
1402,the,B-C
1402,hurricanes,I-C
1402,",",O
1402,it,O
1402,was,O
1402,difficult,O
1402,to,O
1402,keep,O
1402,track,O
1402,of,O
1402,people,O
1402,with,O
1402,psychiatric,O
1402,disabilities,O
1402,.,O
1403,Old,B-E
1403,scars,I-E
1403,from,O
1403,stitches,B-C
1403,that,O
1403,were,O
1403,successfully,O
1403,put,O
1403,in,O
1403,but,O
1403,ripped,O
1403,out,O
1403,by,O
1403,the,O
1403,individual,O
1403,are,O
1403,also,O
1403,common,O
1403,.,O
1404,The,B-C
1404,fighting,I-C
1404,resulted,O
1404,in,O
1404,hundreds,B-E
1404,of,I-E
1404,deaths,I-E
1404,and,I-E
1404,in,I-E
1404,the,I-E
1404,deployment,I-E
1404,of,I-E
1404,peace,I-E
1404,keepers,I-E
1404,into,I-E
1404,East,I-E
1404,Timor,I-E
1404,.,O
1405,Most,B-E
1405,of,I-E
1405,the,I-E
1405,streaks,I-E
1405,are,O
1405,caused,O
1405,by,B-C
1405,meteoroids,I-C
1405,about,O
1405,the,O
1405,size,O
1405,of,O
1405,a,O
1405,grain,O
1405,of,O
1405,sand,O
1405,",",O
1405,although,O
1405,meteoroids,O
1405,are,O
1405,porous,O
1405,and,O
1405,much,O
1405,less,O
1405,dense,O
1405,than,O
1405,sand,O
1405,.,O
1406,The,B-C
1406,large,I-C
1406,anti,I-C
1406,neutrino,I-C
1406,component,I-C
1406,is,O
1406,the,B-E
1406,source,I-E
1406,of,I-E
1406,an,I-E
1406,irreducible,I-E
1406,background,I-E
1406,.,O
1407,The,B-E
1407,mortality,I-E
1407,caused,O
1407,by,O
1407,the,B-C
1407,war,I-C
1407,is,O
1407,also,O
1407,high,O
1407,.,O
1408,Before,O
1408,he,O
1408,leaves,O
1408,Ephesus,O
1408,",",O
1408,however,O
1408,",",O
1408,a,O
1408,riot,O
1408,breaks,O
1408,out,O
1408,",",O
1408,instigated,O
1408,by,O
1408,the,O
1408,silversmiths,O
1408,who,O
1408,manufacture,O
1408,idols,O
1408,of,O
1408,the,O
1408,goddess,O
1408,Artemis,O
1408,;,O
1408,they,O
1408,are,O
1408,afraid,O
1408,that,O
1408,Paul's,O
1408,evangelistic,O
1408,success,O
1408,will,O
1408,ruin,O
1408,their,O
1408,business,O
1408,.,O
1409,The,B-C
1409,eruption,I-C
1409,resulted,O
1409,in,O
1409,massive,B-E
1409,lahar,I-E
1409,flows,I-E
1409,a,O
1409,mixture,O
1409,of,O
1409,ash,O
1409,",",O
1409,lava,O
1409,",",O
1409,rock,O
1409,and,O
1409,water,O
1409,",",O
1409,primarily,O
1409,in,O
1409,the,O
1409,Rio,O
1409,Montana,O
1409,and,O
1409,Marker,O
1409,watersheds,O
1409,.,O
1410,A,O
1410,Philippine,O
1410,Airforce,O
1410,aerial,O
1410,shot,O
1410,shows,O
1410,residents,O
1410,standing,O
1410,on,O
1410,a,O
1410,rooftop,O
1410,to,O
1410,escape,O
1410,the,B-E
1410,floodwaters,I-E
1410,caused,O
1410,by,O
1410,continuous,B-C
1410,rains,I-C
1410,brought,O
1410,on,O
1410,by,O
1410,Typhoon,O
1410,Ketsana,O
1410,in,O
1410,Marikina,O
1410,city,O
1410,",",O
1410,metro,O
1410,Manila,O
1410,September,O
1410,27,O
1410,",",O
1410,2009,O
1410,.,O
1411,The,B-E
1411,pressure,I-E
1411,was,O
1411,caused,O
1411,by,O
1411,the,B-C
1411,rapid,I-C
1411,power,I-C
1411,acceleration,I-C
1411,at,O
1411,the,O
1411,start,O
1411,.,O
1412,In,O
1412,addition,O
1412,to,O
1412,the,O
1412,Sudanese,O
1412,rebels,O
1412,",",O
1412,the,B-C
1412,bombing,I-C
1412,resulted,O
1412,in,O
1412,the,B-E
1412,deaths,I-E
1412,of,I-E
1412,several,I-E
1412,Chadian,I-E
1412,civilians,I-E
1412,and,I-E
1412,livestock,I-E
1412,.,O
1413,The,B-E
1413,noise,I-E
1413,signal,I-E
1413,was,O
1413,generated,O
1413,by,O
1413,a,B-C
1413,noise,I-C
1413,diode,I-C
1413,ENR,O
1413,27,O
1413,dB,O
1413,and,O
1413,gated,O
1413,with,O
1413,a,O
1413,high,O
1413,speed,O
1413,electronic,O
1413,switch,O
1413,.,O
1414,Ordinary,B-E
1414,warts,I-E
1414,on,I-E
1414,the,I-E
1414,hands,I-E
1414,and,I-E
1414,feet,I-E
1414,are,O
1414,caused,O
1414,by,O
1414,viruses,B-C
1414,",",O
1414,which,O
1414,only,O
1414,affect,O
1414,humans,O
1414,.,O
1415,Unemployment,B-E
1415,has,O
1415,been,O
1415,caused,O
1415,by,O
1415,people,B-C
1415,who,O
1415,either,O
1415,knowingly,O
1415,or,O
1415,unknowingly,O
1415,have,O
1415,priced,O
1415,people,O
1415,out,O
1415,of,O
1415,jobs,O
1415,.,O
1416,The,B-E
1416,noise,I-E
1416,and,I-E
1416,vibration,I-E
1416,caused,O
1416,by,O
1416,the,B-C
1416,passage,I-C
1416,of,I-C
1416,trains,I-C
1416,IN,O
1416,in,O
1416,unacceptable,O
1416,conditions,O
1416,within,O
1416,the,O
1416,convention,O
1416,center,O
1416,as,O
1416,standard,O
1416,construction,O
1416,techniques,O
1416,had,O
1416,been,O
1416,used,O
1416,.,O
1417,Because,O
1417,of,O
1417,the,B-C
1417,ethics,I-C
1417,scandal,I-C
1417,that,O
1417,resulted,O
1417,in,O
1417,the,B-E
1417,impeachment,I-E
1417,of,I-E
1417,the,I-E
1417,state's,I-E
1417,Governor,I-E
1417,",",O
1417,there,O
1417,was,O
1417,real,O
1417,hope,O
1417,for,O
1417,real,O
1417,ethics,O
1417,reform,O
1417,in,O
1417,Illinois,O
1417,this,O
1417,year,O
1417,.,O
1418,The,O
1418,storm,O
1418,ended,O
1418,up,O
1418,a ,O
1418,about,O
1418,a,O
1418,fraction,O
1418,of,O
1418,the,B-E
1418,damage,I-E
1418,caused,O
1418,by,O
1418,the,B-C
1418,Chesapeake,I-C
1418,Bay,I-C
1418,storm,I-C
1418,.,O
1419,Primary,O
1419,wholesale,O
1419,markets,O
1419,are,O
1419,held,O
1419,in,O
1419,a,O
1419,fixed,O
1419,place,O
1419,and,O
1419,transact,O
1419,daily,O
1419,a,O
1419,large,O
1419,volume,O
1419,of,O
1419,business,O
1419,emanated,O
1419,from,O
1419,the,O
1419,village,O
1419,markets,O
1419,.,O
1420,High,B-E
1420,blood,I-E
1420,pressure,I-E
1420,is,O
1420,caused,O
1420,by,O
1420,a,B-C
1420,narrowing,I-C
1420,of,I-C
1420,the,I-C
1420,arteries,I-C
1420,",",O
1420,which,O
1420,means,O
1420,the,O
1420,heart,O
1420,has,O
1420,to,O
1420,work,O
1420,harder,O
1420,in,O
1420,order,O
1420,to,O
1420,push,O
1420,the,O
1420,blood,O
1420,through,O
1420,.,O
1421,The,B-C
1421,genreal,I-C
1421,anesthetic,I-C
1421,cause,O
1421,unconsciousness,B-E
1421,and,I-E
1421,insensibility,I-E
1421,to,O
1421,paid,O
1421,and,O
1421,are,O
1421,used,O
1421,for,O
1421,major,O
1421,surgical,O
1421,procedures,O
1421,.,O
1422,Acne,B-E
1422,or,I-E
1422,pimples,I-E
1422,are,O
1422,caused,O
1422,by,O
1422,hormonal,B-C
1422,changes,I-C
1422,",",I-C
1422,wrong,I-C
1422,food,I-C
1422,habits,I-C
1422,and,I-C
1422,improper,I-C
1422,skin,I-C
1422,care,I-C
1422,.,O
1423,In,O
1423,July,O
1423,he,O
1423,was,O
1423,sent,O
1423,north,O
1423,to,O
1423,quell,O
1423,a,O
1423,rebellion,O
1423,instigated,O
1423,by,O
1423,the,O
1423,discontented,O
1423,people,O
1423,of,O
1423,Warwick,O
1423,.,O
1424,Ironically,O
1424,",",O
1424,the,B-E
1424,damage,I-E
1424,caused,O
1424,by,O
1424,the,B-C
1424,floods,I-C
1424,",",I-C
1424,and,I-C
1424,the,I-C
1424,subsequent,I-C
1424,insurance,I-C
1424,payout,I-C
1424,",",O
1424,were,O
1424,what,O
1424,prompted,O
1424,the,O
1424,restoration,O
1424,of,O
1424,the,O
1424,station,O
1424,building,O
1424,.,O
1425,The,O
1425,court,O
1425,found,O
1425,proof,O
1425,that,O
1425,the,B-E
1425,fatal,I-E
1425,fire,I-E
1425,was,O
1425,caused,O
1425,by,O
1425,the,B-C
1425,dryer,I-C
1425,.,O
1426,13,O
1426,",",O
1426,students,O
1426,were,O
1426,evacuated,O
1426,from,O
1426,Conrad,O
1426,Residence,O
1426,for,O
1426,approximately,O
1426,15,O
1426,minutes,O
1426,after,O
1426,burnt,O
1426,food,O
1426,in,O
1426,one,O
1426,of,O
1426,the,O
1426,kitchens,O
1426,set,O
1426,off,O
1426,the,O
1426,fire,O
1426,alarm,O
1426,.,O
1427,Lavender,O
1427,is,O
1427,excellent,O
1427,in,O
1427,the,O
1427,reatment,O
1427,of,O
1427,headaches,O
1427,from,O
1427,fatigue,O
1427,and,O
1427,exhaustion,O
1427,.,O
1428,The,O
1428,Archbishop,O
1428,of,O
1428,York,O
1428,",",O
1428,Dr,O
1428,John,O
1428,Sentamu,O
1428,",",O
1428,visited,O
1428,the,O
1428,stoneyard,O
1428,to,O
1428,survey,O
1428,the,B-E
1428,damage,I-E
1428,caused,O
1428,by,O
1428,the,B-C
1428,fire,I-C
1428,.,O
1429,My,O
1429,first,O
1429,encounter,O
1429,in,O
1429,my,O
1429,luxurious,O
1429,hotels,O
1429,casino,O
1429,was,O
1429,the,O
1429,sound,O
1429,of,O
1429,a,O
1429,woman,O
1429,behind,O
1429,the,O
1429,roulette,O
1429,wheels,O
1429,screaming,O
1429,for,O
1429,joy,O
1429,after,O
1429,hitting,O
1429,the,O
1429,12225,O
1429,.,O
1429,0,O
1429,jackpot,O
1429,.,O
1430,There,O
1430,was,O
1430,a,B-E
1430,serious,I-E
1430,increase,I-E
1430,in,I-E
1430,the,I-E
1430,acidity,I-E
1430,of,I-E
1430,the,I-E
1430,seas,I-E
1430,caused,O
1430,by,O
1430,the,B-C
1430,acid,I-C
1430,rains,I-C
1430,.,O
1431,Bounding,B-E
1431,pulses,I-E
1431,are,O
1431,caused,O
1431,by,O
1431,the,B-C
1431,relatively,I-C
1431,low,I-C
1431,systemic,I-C
1431,arterial,I-C
1431,blood,I-C
1431,pressure,I-C
1431,due,O
1431,to,O
1431,the,O
1431,continuous,O
1431,runoff,O
1431,of,O
1431,blood,O
1431,from,O
1431,the,O
1431,aorta,O
1431,into,O
1431,the,O
1431,pulmonary,O
1431,artery,O
1431,.,O
1432,The,B-E
1432,deficits,I-E
1432,caused,O
1432,by,O
1432,the,B-C
1432,fiscal,I-C
1432,stimulus,I-C
1432,package,I-C
1432,end,I-C
1432,in,O
1432,2011,O
1432,and,O
1432,will,O
1432,help,O
1432,to,O
1432,sustain,O
1432,a,O
1432,fragile,O
1432,recovery,O
1432,in,O
1432,2010,O
1432,",",O
1432,the,O
1432,deficits,O
1432,projected,O
1432,for,O
1432,the,O
1432,longer,O
1432,term,O
1432,are,O
1432,a,O
1432,threat,O
1432,to,O
1432,our,O
1432,economic,O
1432,future,O
1432,.,O
1433,The,B-E
1433,suffering,I-E
1433,caused,O
1433,by,O
1433,the,B-C
1433,bleeding,I-C
1433,depends,O
1433,on,O
1433,where,O
1433,the,O
1433,arteriovenous,O
1433,malformation,O
1433,is,O
1433,located,O
1433,.,O
1434,The,O
1434,overall,B-E
1434,damage,I-E
1434,caused,O
1434,by,O
1434,the,B-C
1434,destruction,I-C
1434,of,I-C
1434,land,I-C
1434,and,I-C
1434,property,I-C
1434,for,I-C
1434,the,I-C
1434,Wall's,I-C
1434,construction,I-C
1434,has,O
1434,taken,O
1434,many,O
1434,years,O
1434,to,O
1434,recover,O
1434,further,O
1434,.,O
1435,The,B-E
1435,pain,I-E
1435,he,O
1435,felt,O
1435,was,O
1435,caused,O
1435,by,O
1435,the,B-C
1435,plant,I-C
1435,rubbing,I-C
1435,against,I-C
1435,his,I-C
1435,capillaries,I-C
1435,.,O
1436,Several,O
1436,blocks,O
1436,of,O
1436,flats,O
1436,caught,O
1436,fire,O
1436,after,O
1436,the,O
1436,blaze,O
1436,spread,O
1436,from,O
1436,a,O
1436,building,O
1436,site,O
1436,in,O
1436,Sumner,O
1436,Road,O
1436,.,O
1437,The,O
1437,Hawke's,O
1437,Bay,O
1437,Herald,O
1437,building,O
1437,was,O
1437,completely,O
1437,destroyed,O
1437,by,O
1437,the,O
1437,fire,O
1437,after,O
1437,the,O
1437,earthquake,O
1437,.,O
1438,We,O
1438,seek,O
1438,to,O
1438,actually,O
1438,reverse,B-E
1438,the,I-E
1438,injury,I-E
1438,that,O
1438,has,O
1438,been,O
1438,caused,O
1438,by,O
1438,the,B-C
1438,heart,I-C
1438,attack,I-C
1438,.,O
1439,The,B-E
1439,echoing,I-E
1439,you,O
1439,see,O
1439,is,O
1439,from,O
1439,an,B-C
1439,expect,I-C
1439,command,I-C
1439,running,O
1439,after,O
1439,send,O
1439,has,O
1439,run,O
1439,.,O
1440,Lymphedema,B-C
1440,is,O
1440,an,O
1440,abnormal,O
1440,build,O
1440,up,O
1440,of,O
1440,fluid,O
1440,that,O
1440,causes,O
1440,swelling,B-E
1440,",",O
1440,most,O
1440,often,O
1440,in,O
1440,the,O
1440,arms,O
1440,or,O
1440,legs,O
1440,.,O
1441,Since,O
1441,the,O
1441,PN,B-E
1441,signal,I-E
1441,is,O
1441,generated,O
1441,by,O
1441,an,B-C
1441,algorithm,I-C
1441,",",O
1441,knowledge,O
1441,of,O
1441,the,O
1441,algorithm,O
1441,reveals,O
1441,the,O
1441,entire,O
1441,sequence,O
1441,.,O
1442,Argentina,O
1442,was,O
1442,the,B-E
1442,destruction,I-E
1442,of,I-E
1442,the,I-E
1442,natural,I-E
1442,grasslands,I-E
1442,caused,O
1442,by,O
1442,the,B-C
1442,expansion,I-C
1442,of,I-C
1442,the,I-C
1442,cropping,I-C
1442,frontiers,I-C
1442,starting,O
1442,in,O
1442,1875,O
1442,.,O
1443,The,B-C
1443,death,I-C
1443,of,I-C
1443,the,I-C
1443,rat,I-C
1443,caused,O
1443,the,B-E
1443,relocation,I-E
1443,of,I-E
1443,the,I-E
1443,flea,I-E
1443,",",O
1443,and,O
1443,if,O
1443,its,O
1443,next,O
1443,host,O
1443,just,O
1443,happened,O
1443,to,O
1443,be,O
1443,a,O
1443,human,O
1443,",",O
1443,then,O
1443,contagion,O
1443,was,O
1443,the,O
1443,result,O
1443,.,O
1444,The,B-E
1444,injury,I-E
1444,or,I-E
1444,death,I-E
1444,was,O
1444,caused,O
1444,by,O
1444,the,B-C
1444,intoxication,I-C
1444,and,O
1444,the,O
1444,employee,O
1444,shall,O
1444,be,O
1444,barred,O
1444,from,O
1444,receiving,O
1444,workers',O
1444,compensation,O
1444,.,O
1445,I,O
1445,suffer,O
1445,from,B-E
1445,headaches,I-E
1445,from,O
1445,perfume,B-C
1445,and,O
1445,any,O
1445,other,O
1445,toxic,O
1445,thing,O
1445,I,O
1445,get,O
1445,to,O
1445,smell,O
1445,.,O
1446,These,O
1446,changes,O
1446,can,O
1446,be,O
1446,caused,O
1446,by,O
1446,the,O
1446,tumor,O
1446,itself,O
1446,",",O
1446,by,O
1446,increased,B-E
1446,pressure,I-E
1446,within,I-E
1446,the,I-E
1446,skull,I-E
1446,caused,O
1446,by,O
1446,the,B-C
1446,presence,I-C
1446,of,I-C
1446,the,I-C
1446,tumor,I-C
1446,.,O
1447,Instead,O
1447,",",O
1447,the,O
1447,doctor,O
1447,had,O
1447,administered,O
1447,a,B-C
1447,drug,I-C
1447,which,O
1447,had,O
1447,caused,O
1447,the,B-E
1447,eventual,I-E
1447,death,I-E
1447,of,I-E
1447,the,I-E
1447,child,I-E
1447,.,O
1448,The,B-C
1448,crashes,I-C
1448,resulted,O
1448,in,O
1448,the,B-E
1448,collapse,I-E
1448,of,I-E
1448,much,I-E
1448,of,I-E
1448,the,I-E
1448,World,I-E
1448,Trade,I-E
1448,Center,I-E
1448,complex,I-E
1448,",",O
1448,the,O
1448,destruction,O
1448,of,O
1448,part,O
1448,of,O
1448,the,O
1448,southwest,O
1448,side,O
1448,of,O
1448,the,O
1448,Pentagon,O
1448,.,O
1449,The,O
1449,fact,O
1449,that,O
1449,you,O
1449,actually,O
1449,caused,O
1449,an,B-C
1449,accident,I-C
1449,that,O
1449,resulted,O
1449,in,O
1449,injury,B-E
1449,or,I-E
1449,death,I-E
1449,gives,O
1449,them,O
1449,the,O
1449,justification,O
1449,they,O
1449,need,O
1449,to,O
1449,prosecute,O
1449,you,O
1449,to,O
1449,the,O
1449,fullest,O
1449,extent,O
1449,of,O
1449,the,O
1449,law,O
1449,",",O
1449,and,O
1449,seek,O
1449,the,O
1449,toughest,O
1449,penalties,O
1449,possible,O
1449,.,O
1450,With,O
1450,Bummer,O
1450,gone,O
1450,for,O
1450,the,O
1450,night,O
1450,the,O
1450,groms,O
1450,decide,O
1450,to,O
1450,surf,O
1450,at,O
1450,night,O
1450,with,O
1450,the,O
1450,help,O
1450,of,O
1450,floodlights,O
1450,",",O
1450,but,O
1450,the,B-C
1450,floodlights,I-C
1450,cause,O
1450,a,B-E
1450,power,I-E
1450,outage,I-E
1450,for,I-E
1450,the,I-E
1450,entire,I-E
1450,hotel,I-E
1450,.,O
1451,An,B-E
1451,inflammation,I-E
1451,of,I-E
1451,the,I-E
1451,liver,I-E
1451,caused,O
1451,by,O
1451,the,B-C
1451,hepatitis,I-C
1451,A,I-C
1451,virus,I-C
1451,HAV,O
1451,.,O
1452,The,O
1452,conclusion,O
1452,of,O
1452,the,O
1452,investigation,O
1452,was,O
1452,that,O
1452,the,B-E
1452,loss,I-E
1452,was,O
1452,caused,O
1452,by,O
1452,a,B-C
1452,failure,I-C
1452,in,I-C
1452,a,I-C
1452,cell,I-C
1452,wall,I-C
1452,",",O
1452,",",O
1452,in,O
1452,a,O
1452,serious,O
1452,crack,O
1452,and,O
1452,a,O
1452,leakage,O
1452,that,O
1452,the,O
1452,pumps,O
1452,were,O
1452,not,O
1452,able,O
1452,to,O
1452,cope,O
1452,with,O
1452,.,O
1453,The,B-E
1453,tsunami,I-E
1453,was,O
1453,generated,O
1453,by,O
1453,an,B-C
1453,unusual,I-C
1453,type,I-C
1453,of,I-C
1453,earthquake,I-C
1453,that,O
1453,occurs,O
1453,near,O
1453,oceanic,O
1453,trenches,O
1453,.,O
1454,Around,O
1454,the,O
1454,globe,O
1454,",",O
1454,unique,O
1454,and,O
1454,fascinating,O
1454,species,O
1454,face,O
1454,extinction,O
1454,from,O
1454,hunting,O
1454,and,O
1454,habitat,O
1454,destruction,O
1454,",",O
1454,which,O
1454,affects,O
1454,vulnerable,O
1454,animals,O
1454,in,O
1454,every,O
1454,kind,O
1454,of,O
1454,environment,O
1454,.,O
1455,But,O
1455,the,B-E
1455,most,I-E
1455,damage,I-E
1455,has,O
1455,been,O
1455,caused,O
1455,by,O
1455,the,B-C
1455,corrosive,I-C
1455,effects,I-C
1455,of,I-C
1455,wind,I-C
1455,and,I-C
1455,water,I-C
1455,.,O
1456,The,B-C
1456,movement,I-C
1456,developed,O
1456,from,O
1456,the,B-E
1456,rediscovery,I-E
1456,by,O
1456,European,O
1456,scholars,O
1456,of,O
1456,many,O
1456,Greek,O
1456,and,O
1456,Roman,O
1456,texts,O
1456,.,O
1457,The,B-E
1457,vascular,I-E
1457,dilatation,I-E
1457,was,O
1457,caused,O
1457,by,O
1457,the,B-C
1457,sympathetic,I-C
1457,and,I-C
1457,the,I-C
1457,course,I-C
1457,of,I-C
1457,vaso,I-C
1457,motor,I-C
1457,nerves,I-C
1457,.,O
1458,Sheet,O
1458,and,O
1458,rill,O
1458,erosion,O
1458,is,O
1458,considered,O
1458,to,O
1458,be,O
1458,the,O
1458,most,O
1458,harmful,O
1458,of,O
1458,all,O
1458,soil,O
1458,erosion,O
1458,forms,O
1458,since,O
1458,it,O
1458,may,O
1458,be,O
1458,unnoticed,O
1458,or,O
1458,ignored,O
1458,by,O
1458,the,O
1458,peasant,O
1458,.,O
1459,The,B-E
1459,problem,I-E
1459,comes,O
1459,from,O
1459,the,B-C
1459,widgets,I-C
